TID	Name	RA (longitude)	Dec (latitude)
2350	V* V1374 Cyg                       	304.0477529586082	+42.1857289083119
2351	V* V1379 Cyg                       	305.13562	+41.35769
2352	V* V1748 Cyg                       	304.4721970974779	+41.8775597870483
2353	V* V1677 Cyg                       	303.0787811416702	+41.4234136170904
2354	V* V1680 Cyg                       	303.8937183175279	+42.3666561694619
2355	V* V1682 Cyg                       	304.7861675435590	+41.7810420894097
2356	V* V1683 Cyg                       	304.8448082537755	+40.9364186256258
2357	V* V1688 Cyg                       	305.3613859327907	+41.5433302575880
2358	V* V1692 Cyg                       	305.7370581274387	+41.2838007762500
2359	V* V1381 Cyg                       	305.6386387307742	+41.4844454458718
2360	[OH83] B343 S3                     	303.5374155492821	+40.4973161535573
2361	V* V1375 Cyg                       	304.1565324992814	+40.3131105245214
2362	V* V1625 Cyg                       	302.35833	+40.72961
2363	Mis V1105                          	303.6610209316982	+41.9372218919193
2364	V* V2117 Cyg                       	305.1632930013466	+43.1269944971803
2365	V* V503 Cyg                        	306.8224967959881	+43.6895842025547
2366	V* V502 Cyg                        	306.6198906188117	+42.6958990576104
2367	V* UW Cyg                          	305.7618343832123	+43.2423563160106
2368	EM* LkHA 229                       	306.1649721733712	+42.3525066356250
2369	C* 2905                            	307.0268256803724	+42.9187366752721
2370	V* V1771 Cyg                       	304.2084614897419	+42.9736799558724
2371	V* V1777 Cyg                       	306.1618900881129	+42.5689114600944
2372	V* V1826 Cyg                       	305.7819391959763	+42.3120328844129
2373	V* V1778 Cyg                       	306.3413753708046	+42.0791638545319
2374	2MASS J20242137+4216056            	306.089075	+42.268239
2375	EM* LkHA 227                       	306.0466523736749	+42.2858600906239
2376	V* V1690 Cyg                       	305.62886900	+42.82681300
2377	V* V1656 Cyg                       	306.3310658300486	+42.5393205655052
2378	IRAS 20300+4242                    	307.9421618419877	+42.8800756709167
2379	V* V1658 Cyg                       	306.3567535740100	+42.4412656682939
2380	V* V1515 Cyg                       	305.9500665877442	+42.2071613496698
2381	V* KW Cyg                          	305.7192354469382	+44.1925112743962
2382	[D75] 101                          	304.4974232478040	+43.2951722032116
2383	V* V1772 Cyg                       	304.2945284503912	+42.6219643961148
2384	V* V1753 Cyg                       	307.9686316679585	+43.1816795606513
2385	V* V1754 Cyg                       	308.0568565218313	+43.2690266880789
2386	V* V1585 Cyg                       	306.0968549382582	+42.2417526436489
2387	V* V1681 Cyg                       	304.4633025401514	+42.5288667420577
2388	V* V1689 Cyg                       	305.3935155333837	+42.4341071121950
2389	V* V1693 Cyg                       	305.7405938745042	+41.8515898133334
2390	V* V1694 Cyg                       	305.9085612057278	+42.8450884177668
2391	V* V1684 Cyg                       	305.0128143987429	+43.0494989052327
2392	V* V506 Cyg                        	307.6575433497967	+44.9263566032362
2393	V* RR Cyg                          	311.5189746914145	+44.8693427093335
2394	IRC +40444                         	310.9193226876688	+44.4771062652388
2395	Case 212                           	308.8667361324530	+45.4883670647394
2396	* alf Cyg                          	310.35797975	+45.28033881
2397	CSS2 58                            	309.4327523165536	+43.5782809024026
2398	V* V1695 Cyg                       	308.5852033433558	+43.6839688301168
2399	V* V1586 Cyg                       	308.4253962293900	+44.3902552445942
2400	V* V2553 Cyg                       	309.3045258076752	+44.9149713251828
2401	BD+44 3531                         	309.7567886796069	+45.2076497472483
2402	V* V1588 Cyg                       	310.5112088759123	+44.3168359007433
2403	V* V1201 Cyg                       	309.7441159115825	+45.0923035364263
2404	LS III +46 32                      	314.3438679924877	+46.4494780396975
2405	BD+46 3009                         	310.2286379629509	+46.8725119419718
2406	BD+46 3022                         	310.8314673862409	+46.5705679437834
2407	V* V1395 Cyg                       	313.0756007638450	+46.7664773518133
2408	V* V2132 Cyg                       	311.4250828133337	+46.1969210820637
2409	V* V519 Cyg                        	312.9643970922282	+46.5408974025543
2410	V* V515 Cyg                        	311.7050792419180	+46.5822893248367
2411	V* AZ Cyg                          	314.4976824924889	+46.4668258840408
2412	V* RZ Cyg                          	312.9715686849056	+47.3556560991642
2413	V* V1204 Cyg                       	311.0447877775471	+46.8177100021283
2414	BD+46 3032                         	311.1399752618603	+47.0077336114768
2415	EM* UHA 2                          	310.0522551408690	+46.6200043612007
2416	EM* UHA 12                         	311.0188730854927	+46.5500888403313
2417	EM* UHA 13                         	311.0941572915554	+46.5215507302710
2418	EM* UHA 23                         	311.8070227774235	+46.5881940066301
2419	EM* UHA 29                         	312.1549887209961	+46.9188022251007
2420	EM* UHA 43                         	312.9820456332437	+46.9303846320478
2421	EM* UHA 53                         	313.30962	+46.58356
2422	EM* UHA 78                         	313.9346332616722	+46.5536612014352
2423	EM* UHA 60                         	313.4913251307531	+46.3858033017486
2424	V* V1832 Cyg                       	310.4937882975601	+46.3428256590472
2425	BD+45 3306                         	312.8811361132149	+45.7873232753474
2426	BD+45 3318                         	313.3863180587384	+46.0914667296833
2427	HD 198414                          	312.1097428126561	+45.4521044140501
2428	V* V779 Cyg                        	312.2565773903993	+45.4667394571514
2429	V* V347 Cyg                        	312.8607281885722	+46.1210486868501
2430	V* DS Cyg                          	312.5884727392254	+45.4164664647819
2431	EM* UHA 32                         	312.4144004127414	+45.3063414200214
2432	EM* UHA 34                         	312.4979101893354	+46.1957079614871
2433	EM* UHA 62                         	313.6435113631820	+46.1486888899659
2434	IRAS 20401+4700                    	310.4426644682097	+47.1914536596986
2435	EM* UHA 5                          	310.4735689040962	+46.8221652318836
2436	Case 214                           	312.3349453717805	+46.8038174650678
2437	V* CY Cyg                          	311.7093531564208	+46.0519249966300
2438	NSV 25340                          	311.9766865338922	+45.6906569894162
2439	NSV 25344                          	312.0577390363281	+46.5577452311288
2440	V* V2044 Cyg                       	313.1158692265709	+46.4143793700407
2441	Case 469                           	311.2036423617314	+47.0529810756154
2442	V* V2041 Cyg                       	312.1546312532354	+45.7875786285734
2443	HD 198625                          	312.4776805700878	+46.6613374692472
2444	BD+46 3087                         	313.2747212648322	+46.6861156947344
2445	* 55 Cyg                           	312.2345463181052	+46.1141344352363
2446	V* V514 Cyg                        	311.5522925973265	+45.4786155071262
2447	V* V511 Cyg                        	310.8251622329191	+45.7548940662903
2448	V* BZ Cyg                          	311.4991571443342	+45.3069572691442
2449	V* V1533 Cyg                       	312.8661651609744	+46.3035367423407
2450	Mis V0366                          	314.0415939983025	+46.5814175543177
2451	V* V2147 Cyg                       	316.6536847135764	+48.6278242753192
2452	HD 200405                          	315.4095820606588	+47.9131297395264
2453	V* V1220 Cyg                       	315.0316011559220	+47.8111160313981
2454	V* V522 Cyg                        	314.7746578797026	+48.0935727831817
2455	Case 219                           	315.0478158644482	+47.6762981001402
2456	IRAS 20574+4836                    	314.7714439188887	+48.8042940292039
2457	IRAS 20580+4756                    	314.9210629175433	+48.1447041309162
2458	IRAS 20595+4744                    	315.3138060351149	+47.9370561869132
2459	V* V1500 Cyg                       	317.9024213902629	+48.1505417583703
2460	* f01 Cyg                          	314.9564651629327	+47.5209385840058
2461	V* V520 Cyg                        	313.7397123214088	+47.5338029632181
2462	HD 199478                          	313.9575186746098	+47.4176560660491
2463	Case 218                           	314.7735534002262	+47.6006145770693
2464	V* V1543 Cyg                       	315.0658572011373	+48.4493883356471
2465	EM* VES 351                        	314.7315516542402	+49.5203384443130
2466	V* V1542 Cyg                       	314.8468101413380	+47.7451678904466
2467	V* V2275 Cyg                       	315.7581508368434	+48.7647534398016
2468	V* V518 Cyg                        	312.7139834236447	+48.4602737709940
2469	V* DH Cyg                          	314.6166218867531	+47.6472405529249
2470	Case 227                           	319.2119197590866	+50.3914376821862
2471	HD 203416                          	320.0788411000028	+49.3523880512351
2472	V* V578 Cyg                        	317.5350	+48.8594
2473	V* V459 Cyg                        	317.7265542882604	+49.1420554449613
2474	V* V409 Cyg                        	317.7594086897976	+49.7011310408989
2475	IRAS 21166+4945                    	319.5912375644178	+49.9631710633148
2476	IRAS 21040+4949                    	316.4137737125627	+50.0288289605937
2477	IRAS 21095+5034                    	317.8025776567795	+50.7779015242670
2478	IRAS 21130+4923                    	318.6838923685384	+49.5962523001731
2479	IRAS 21172+4944                    	319.7450659610240	+49.9569816579724
2480	GD 394                             	318.1834873143030	+50.1049687179449
2481	V* V2201 Cyg                       	316.0701140877436	+49.7444071525617
2482	TYC 3596-261-1                     	316.970067	+49.541358
2483	V* V1720 Cyg                       	316.9170504441935	+48.8551834250990
2484	V* V1064 Cyg                       	317.5196	+48.6092
2485	V* V1063 Cyg                       	317.5398150453248	+48.7163553866582
2486	EM* LkHA 321                       	315.4794610973242	+49.8600747722490
2487	V* V1959 Cyg                       	316.1473806930505	+49.4902201595002
2488	V* V1758 Cyg                       	318.1709633936146	+48.9318967398753
2489	EM* VES 391                        	319.9374148669194	+49.6996377765265
2490	V* V2251 Cyg                       	318.6401724457591	+50.3972730641277
2491	[A70] 95-0-72                      	321.6668916333616	+52.3188471802853
2492	HD 235504                          	320.7071290502263	+50.5108326754063
2493	BD+49 3512                         	320.8020958939446	+50.3631861709379
2494	V* V2165 Cyg                       	323.48091500	+50.75110347
2495	V* V616 Cyg                        	322.6411849174435	+50.1256597711864
2496	V* V615 Cyg                        	322.6085635594013	+50.1552994588169
2497	IRAS 21286+5010                    	322.5863863684015	+50.3898900778326
2498	1RXS J213756.4+505041              	324.4854	+50.8447
2499	IRAS 21243+4919                    	321.5260451461678	+49.5399609680373
2500	IRAS 21138+5054                    	318.8777957686647	+51.1235749869080
2501	NSV 25541                          	319.3231597043121	+50.7529265245455
2502	NSV 25560                          	319.9209528651464	+50.6782243896074
2503	RX J2117.3+5044                    	319.324050900	+50.735033400
2504	TYC 3598-1594-1                    	321.3005812392352	+49.7060592014852
2505	V* V1088 Cyg                       	325.5612895746862	+53.0675931391218
2506	V* V538 Cyg                        	324.3672012991732	+51.7624844676757
2507	V* V1617 Cyg                       	325.1398727269040	+51.7440465035351
2508	IRAS 21322+5303                    	323.4925166007603	+53.2828315152242
2509	IRAS 21371+5315                    	324.7224683599316	+53.4936360816672
2510	IRAS 21399+5132                    	325.4306067321846	+51.7669172867926
2511	V* V1733 Cyg                       	325.4611924425549	+51.9517930790153
2512	V* V1728 Cyg                       	323.9683618713376	+51.2449449723272
2513	IRAS 21377+5042                    	324.8886543449729	+50.9414802173816
2514	V* LQ Cyg                          	326.6611314316705	+52.5674466053351
2515	V* V1397 Cyg                       	327.3980257044375	+52.3952442748243
2516	Mis V1329                          	325.8712079967787	+53.1453839998125
2517	V* V1404 Cyg                       	329.31933	+52.20050
2518	Case 670                           	331.5176865265867	+52.8444404703426
2519	HD 207561                          	327.0668633875813	+54.3873843744834
2520	HD 235679                          	329.6240055505861	+54.4848824235011
2521	HD 235661                          	328.7717888133995	+54.4837783427903
2522	HD 209179                          	329.9817746544150	+54.0739901281656
2523	HD 209678                          	330.9222147211165	+53.2125300355376
2524	V* V680 Cyg                        	328.4351568093944	+53.8036321634743
2525	V* MQ Cyg                          	329.6089153255645	+53.4034414182857
2526	V* DP Cyg                          	330.1153170702517	+53.2930548738007
2527	V* DO Cyg                          	329.5941331993244	+52.5672965671033
2528	EM* MWC 645                        	328.3645253078668	+52.9994480715682
2529	Case 240                           	329.3878109056407	+53.7964822536647
2530	IRAS 21461+5340                    	326.9719119296398	+53.9146290449750
2531	IRAS 21463+5327                    	327.0184194592635	+53.6839912241803
2532	IRAS 21488+5348                    	327.6445893970898	+54.0370003247598
2533	V* V2212 Cyg                       	328.4305570334301	+52.3570200443312
2534	IRAS 21544+5445                    	329.0641420838382	+55.0067242651705
2535	V* V2359 Cyg                       	329.1158838151266	+53.7720302467923
2536	IRAS 21590+5237                    	330.2121234314170	+52.8653035143609
2537	IRAS 22002+5302                    	330.5206329277175	+53.2901534676613
2538	IRAS 22024+5237                    	331.0794311433301	+52.8703157711785
2539	V* DM Lac                          	331.1485416880149	+52.8997109918184
2540	V* V1406 Cyg                       	329.4129184905137	+53.3942695475596
2541	V* V1739 Cyg                       	330.1846526082065	+52.5233360881514
2542	V* II Lac                          	331.5715677867234	+52.9878792760837
2543	V* V1405 Cyg                       	329.3775483868604	+53.8959175452557
2544	Case 236                           	328.2369222690718	+53.4925563325236
2545	Case 237                           	328.8439091314010	+52.8898880257003
2546	HD 235655                          	328.6647226783157	+52.0431704513508
2547	V* V1481 Cyg                       	325.9859778349413	+53.7222044975197
2548	V* V1814 Cyg                       	325.9963718872058	+53.7015225467303
2549	V* V2354 Cyg                       	326.0219730374508	+53.7099685544017
2550	V* V2355 Cyg                       	326.0304156214434	+53.6987588235697
2551	HD 207793                          	327.5103446693232	+52.6973162295944
2552	IRAS 21500+5154                    	327.9535512079535	+52.1407991996155
2553	V* V1402 Cyg                       	329.0602810586937	+54.5271207384082
2554	V* V1483 Cyg                       	328.6028301109911	+54.2646039989727
2555	V* V1429 Cyg                       	328.77604	+53.42269
2556	V* V1432 Cyg                       	329.1595699179197	+54.0172653414791
2557	V* V1407 Cyg                       	329.4468435429782	+52.3695383605549
2558	V* V1408 Cyg                       	329.4747266246298	+53.2625153051619
2559	V* HM Lac                          	330.7307955967937	+52.7860731963048
2560	V* HO Lac                          	331.0379515829434	+53.0995393312933
2561	V* HQ Lac                          	331.1042135076918	+52.9073716760270
2562	V* HS Lac                          	331.2177547469203	+53.0638296721680
2563	Case 245                           	330.6132047149849	+53.8544827466116
2564	Case 232                           	326.4703463585138	+54.1147863305045
2565	V* V2349 Cyg                       	325.9315432386143	+53.7668743667350
2566	V* V2261 Cyg                       	325.9798746324286	+53.7285574905102
2567	V* V2263 Cyg                       	326.0146120444321	+53.7128078592516
2568	V* V2262 Cyg                       	325.9846151996055	+53.7118520607764
2569	V* V2264 Cyg                       	326.0475942962308	+53.7383983154914
2570	V* V2350 Cyg                       	325.9595161551962	+53.7131278407194
2571	V* V2351 Cyg                       	325.9489600935538	+53.7130367121943
2572	V* V2352 Cyg                       	325.9927682021238	+53.7124315264844
2573	V* V2353 Cyg                       	326.0123755338474	+53.7032839553987
2574	V* NV Cep                          	332.8001129093348	+54.6893770856494
2575	HD 235749                          	332.8985503145987	+55.2678951449207
2576	V* AW Lac                          	334.4911653231965	+54.4673053311035
2577	LF 4 +54 386                       	334.5880259802477	+54.4667117616287
2578	HD 211472                          	333.9755776039730	+54.6728899269373
2579	V* CY Lac                          	333.2863103956057	+54.5595181881753
2580	V* DQ Cyg                          	330.5729499800396	+54.7132426799169
2581	BD+55 2693                         	332.3448121108377	+55.7567378709702
2582	V* AB Cep                          	332.7951455870073	+55.2817521747536
2583	V* GQ Lac                          	334.4858660002826	+54.7623243084972
2584	V* DP Lac                          	333.7224535577655	+55.3544325906912
2585	BD+53 2833                         	334.0609358297159	+54.1671168979337
2586	V* V448 Cep                        	333.0406626668546	+53.6987850936821
2587	V* WZ Lac                          	333.8234595568093	+54.1978650155545
2588	V* WX Lac                          	333.1767592497918	+54.2575889703666
2589	V* IU Cep                          	330.6750125995002	+54.7358029354182
2590	V* V706 Cep                        	331.2423001326206	+54.1277349794021
2591	V* V641 Cep                        	331.5205161098961	+55.6978268850066
2592	IRAS 22068+5311                    	332.1764147679843	+53.4347024473819
2593	V* V647 Cep                        	332.20625	+55.26275
2594	V* V648 Cep                        	332.3842139886229	+55.5397475372710
2595	Case 246                           	333.1241521013348	+55.7505179923298
2596	V* V341 Lac                        	333.2895117188843	+53.6239405020439
2597	V* V434 Lac                        	333.2885331112690	+54.6210376535968
2598	V* IZ Cep                          	332.0701940906849	+53.9209090798539
2599	V* NW Cep                          	333.44979	+55.73914
2600	V* KM Lac                          	333.4558	+55.4739
2601	V* KL Cep                          	332.5953271135101	+54.1525762893526
2602	Case 244                           	330.3226020814603	+54.5425908290337
2603	V* IV Cep                          	331.1538159246146	+53.5065639300236
2604	Case 241                           	329.4591890923169	+54.8996950886644
2605	V* V2269 Cyg                       	329.5032653959214	+55.0546392261661
2606	V* V2272 Cyg                       	329.7954277078606	+55.1323009558069
2607	V* MP Cep                          	331.4563809646530	+53.6289121503271
2608	HD 210221                          	331.8566057284583	+53.3074366651659
2609	V* IY Cep                          	331.8977322780175	+55.3627497436603
2610	V* KP Lac                          	333.7804	+54.4475
2611	V* KK Cep                          	332.3239548009601	+54.9723658820946
2612	V* KM Cep                          	332.5889687997888	+55.1547784161822
2613	V* KN Cep                          	332.6830621148374	+55.6271585352978
2614	V* KP Cep                          	332.9932965090919	+54.6416275213435
2615	V* KQ Cep                          	333.1186700840693	+54.2112393163475
2616	V* V1484 Cyg                       	330.2692548199842	+54.4878696422008
2617	V* V1434 Cyg                       	329.5483446747966	+55.1703389477761
2618	V* V340 Lac                        	333.1854	+54.1858
2619	V* IX Cep                          	331.8227334047543	+53.4037251469494
2620	V* MM Cep                          	331.0944622828855	+54.5850607130712
2621	V* MN Cep                          	331.1074912956578	+54.4384978338418
2622	V* MQ Cep                          	331.7479236062762	+54.6784266713344
2623	V* MR Cep                          	332.8188264396163	+55.0199870133355
2624	V* MS Cep                          	332.8839387807020	+54.2386679668284
2625	V* IW Cep                          	331.1379921888839	+55.4601382316987
2626	V* PY Lac                          	333.6415550973746	+55.2310628957125
2627	V* KL Lac                          	333.42117	+55.17278
2628	V* KO Lac                          	333.6290113909390	+53.4830252711561
2629	V* V1412 Cyg                       	330.0323720944119	+55.1909134634649
2630	Mis V0363                          	331.1635413772997	+53.5915748176548
2631	Mis V0368                          	329.7358420163457	+55.2267044695846
2632	V* KT Lac                          	334.1059531240693	+54.0217920786704
2633	V* V637 Cep                        	330.9949524337333	+55.2820757025208
2634	V* V435 Lac                        	333.7585512534656	+54.3156039179682
2635	V* V436 Lac                        	333.7722063752823	+54.3155413593188
2636	V* V437 Lac                        	333.7949595588025	+54.3213889501453
2637	V* V438 Lac                        	333.8385706915454	+54.3105699676648
2638	NSV 14054                          	332.3250	+53.2167
2639	V* V876 Cep                        	333.4041132840761	+55.7410402875775
2640	V* V727 Cep                        	333.1074993253214	+54.8893071055532
2641	BD+55 2725                         	335.0798188353962	+56.3878197507888
2642	V* DQ Lac                          	336.7358799272557	+56.8272978346753
2643	V* V678 Cep                        	337.30658	+56.92992
2644	V* V743 Cep                        	334.5258539903975	+55.9043378567850
2645	HD 239936                          	335.6118151461885	+56.0157808701937
2646	HD 212455                          	335.7565402478415	+55.2329362957823
2647	HD 235858                          	337.2932316412613	+54.8517614293289
2648	BD+54 2790                         	337.5238833834350	+54.7901590064827
2649	V* BT Lac                          	336.0573905753912	+56.1925601617114
2650	V* TW Lac                          	337.6094325234104	+54.6184570032612
2651	V* SU Lac                          	335.7377355312991	+55.5113033023370
2652	V* RW Cep                          	335.7792300331386	+55.9632267213540
2653	V* EO Lac                          	336.3006531529390	+55.2084672896881
2654	Case 252                           	337.9821300680043	+55.7414523214218
2655	V* NQ Lac                          	337.18275	+56.24981
2656	IRAS 22180+5532                    	334.9760271801364	+55.7901943010702
2657	V* V432 Lac                        	338.0625970244998	+55.1809741772321
2658	V* NV Lac                          	337.7838571668179	+55.1990918302076
2659	HD 211853                          	334.6900242807154	+56.1260824071068
2660	V* V376 Lac                        	338.1690702480764	+55.2106264729047
2661	IRC +60359                         	338.1528948156760	+55.4346944994151
2662	V* MT Lac                          	336.1903952996261	+54.8592920146774
2663	V* EP Lac                          	336.8933645627507	+54.4266909325110
2664	V* KV Cep                          	334.7881384253947	+55.8274144982191
2665	V* V346 Lac                        	334.8155526383101	+55.5391960190616
2666	V* LX Lac                          	335.4957618687860	+55.3009423121422
2667	V* DN Cep                          	333.3870763308116	+55.9735969479342
2668	V* DF Lac                          	335.3199723422152	+54.5320560576997
2669	V* EM Lac                          	335.9782581641462	+54.0192417477560
2670	V* LN Lac                          	334.9407805586492	+54.7045368130791
2671	V* LP Lac                          	335.0920442885935	+54.2527217574439
2672	V* CP Lac                          	333.9212636243138	+55.6170340407105
2673	V* KS Cep                          	333.7548443653557	+56.2106316816644
2674	V* KT Cep                          	333.8885388727052	+56.2391269450716
2675	V* KW Cep                          	335.8068875306487	+56.1480619115320
2676	V* KS Lac                          	333.9842	+55.4456
2677	V* NX Cep                          	335.1291763728968	+56.4974250629825
2678	V* NW Lac                          	337.9134752833352	+55.4062618041569
2679	V* V345 Lac                        	334.6805660632021	+54.6759610029684
2680	V* QS Lac                          	335.0327045329552	+55.5606231847196
2681	V* QU Lac                          	336.1086721452974	+56.1704001742362
2682	V* QX Lac                          	337.3638195597571	+54.1652367087277
2683	V* KU Lac                          	334.2569641846723	+55.1773133736595
2684	V* LT Lac                          	335.2936940249362	+54.3361187375096
2685	V* LY Lac                          	335.5202325876267	+55.1264737377838
2686	V* LZ Lac                          	335.5892299338472	+55.3941418311676
2687	V* MQ Lac                          	335.92604	+56.37697
2688	V* MW Lac                          	336.68925	+55.83344
2689	V* MY Lac                          	336.8744466340707	+55.6859137957381
2690	V* NT Lac                          	337.4753651668040	+56.4571306130017
2691	V* NU Lac                          	337.7638532055175	+55.2602726319392
2692	V* NZ Lac                          	338.2997294997257	+55.3908148856428
2693	V* V439 Lac                        	335.3712243111929	+54.1740166277041
2694	IRAS 22474+5444                    	342.3887343687616	+55.0133855639266
2695	V* OT Lac                          	339.1863472710209	+56.7353712392311
2696	V* V416 Lac                        	339.6580124367	+56.7956340939
2697	V* DV Lac                          	341.2677330347987	+56.6218928508424
2698	V* CO Lac                          	341.6250054086700	+56.8254539051996
2699	HD 213930                          	338.4193711429168	+56.6247367207317
2700	HD 240026                          	340.3742644604311	+56.7458712663854
2701	HD 215836                          	341.7600532403460	+56.4317548421157
2702	V* AO Cep                          	339.0671983657136	+57.0356129994690
2703	V* GX Lac                          	341.5699141167865	+56.8521493723537
2704	V* GV Lac                          	340.3635403755427	+56.6525411743718
2705	V* CW Lac                          	339.1317985777105	+56.7682123606248
2706	V* BX Lac                          	338.3853194328277	+56.6489666853864
2707	V* RR Lac                          	340.3605244301846	+56.4327860331655
2708	V* Z Lac                           	340.2172733767580	+56.8294677667462
2709	V* X Lac                           	342.2632528948529	+56.4282030154092
2710	V* V Lac                           	342.1583154526812	+56.3215389580694
2711	HD 240010                          	339.6326260767510	+55.8348308604304
2712	HD 214847                          	339.9538294628845	+56.1603359102995
2713	V* GY Lac                          	341.9423777557362	+55.3036179085093
2714	V* FI Lac                          	341.2656289353993	+55.5394589649353
2715	V* DS Lac                          	340.7262715587485	+55.3115881158390
2716	V* TX Lac                          	341.4633638116816	+55.0765045001119
2717	V* U Lac                           	341.9309435020332	+55.1584211303124
2718	V* EG Lac                          	342.6617	+55.2478
2719	V* GL Lac                          	341.0312699672872	+55.5892245159875
2720	HD 214419                          	339.2248122910758	+56.9058294325977
2721	HD 213482                          	337.6127318934822	+56.8552164631075
2722	V* ST Cep                          	337.5447408957231	+57.0008520065035
2723	C* 3139                            	337.9587715250974	+56.9969804054249
2724	V* V336 Lac                        	339.4799691175922	+55.2423048310773
2725	V* V349 Lac                        	340.5488677821110	+54.7604607322058
2726	V* OO Lac                          	338.3353587114070	+56.1486230072648
2727	V* OP Lac                          	338.61850	+55.51467
2728	V* OR Lac                          	338.9189414927427	+55.4903160007406
2729	NSV 14265                          	339.7735113065680	+56.9376603625573
2730	V* OY Lac                          	340.3786576856765	+56.2000711111897
2731	V* V474 Lac                        	341.4945514662883	+56.4754883226894
2732	HD 240169                          	345.6002652747429	+58.2367649201217
2733	HD 240139                          	344.6457469788354	+57.1553336563772
2734	V* V509 Cas                        	345.0212532981510	+56.9453746336272
2735	HD 218091                          	346.1048339809034	+56.4567621517714
2736	V* GS Cep                          	342.8729653300727	+57.0049696711653
2737	V* V428 Cas                        	346.6468911962169	+56.3831442405298
2738	V* V426 Cas                        	346.4488279796884	+56.9449479479502
2739	V* V343 Cas                        	346.2068823857080	+56.5493704455497
2740	V* V342 Cas                        	345.3380385064363	+57.8670268791803
2741	V* V341 Cas                        	344.8945909709731	+56.3860442729986
2742	V* KZ Cas                          	347.0579695910274	+56.4547209654639
2743	V* KX Cas                          	345.6522566136040	+57.9198801738567
2744	V* KW Cas                          	344.7022340610259	+57.2252162335655
2745	V* UY Cas                          	345.5057245598881	+57.6387119253657
2746	IRAS 22492+5723                    	342.8314892666112	+57.6552516001426
2747	IRAS 22576+5717                    	344.9480566047791	+57.5588671512763
2748	[D75] 164                          	346.3641509057549	+57.1295006632870
2749	IRC +50451                         	343.8068030916780	+55.1873097432226
2750	NSV 14357                          	343.5582600661543	+56.8771844124265
2751	NSV 14414                          	345.9717626340532	+55.5824250274795
2752	NSV 14331                          	342.6750	+57.4000
2753	NSV 14375                          	344.2750	+57.6667
2754	V* V529 Cep                        	343.6971046970340	+57.7906489942962
2755	IRAS 22524+5709                    	343.6302559474975	+57.4328569248144
2756	HD 219960                          	349.8871476582569	+55.9019799610485
2757	[D75] 173                          	349.6789416604583	+55.9738011305868
2758	[D75] 174                          	350.3199412128182	+56.0792724933927
2759	HD 220116                          	350.1429496004704	+58.2776264029441
2760	DO 42870                           	349.6267102868443	+58.5530657979546
2761	HD 219134                          	348.3207282587550	+57.1683545891647
2762	V* V397 Cas                        	348.6397947181828	+57.2557424162805
2763	V* V396 Cas                        	348.3999086595695	+56.7381111642628
2764	V* V351 Cas                        	348.0538545878894	+56.4401424427842
2765	V* V348 Cas                        	347.8571	+57.7506
2766	V* LM Cas                          	348.24975	+56.85572
2767	Case 683                           	348.0552692711300	+57.4805248454749
2768	HD 220007                          	349.9578187280291	+57.2436333641032
2769	HD 220300                          	350.5435991405506	+56.3482254359779
2770	V* V484 Cas                        	350.3109079818183	+56.7176248681392
2771	HD 240263                          	350.1499336195979	+56.1135813777444
2772	MSB 42                             	350.8672048924253	+56.1669623212649
2773	IRAS 23057+5758                    	346.9831060790028	+58.2450999607077
2774	[D75] 165                          	347.1661419865706	+58.3027625587576
2775	IRAS 23077+5756                    	347.4692759630723	+58.2146937755772
2776	IRAS 23096+5618                    	347.9574964177309	+56.5774831021489
2777	V* V562 Cas                        	348.3057029678417	+56.6035237933704
2778	IRAS 23112+5806                    	348.3677898631821	+58.3788795983269
2779	V* V837 Cas                        	348.8588339962947	+57.4513672540614
2780	IRAS 23134+5557                    	348.9130740163676	+56.2298640318629
2781	IRAS 23140+5552                    	349.0649520811338	+56.1537550336646
2782	V* V838 Cas                        	350.7584100827431	+56.2565470359824
2783	V* V427 Cas                        	346.6006395070870	+57.7094655543173
2784	V* V349 Cas                        	347.8792032373773	+56.0250095297386
2785	NSV 14474                          	348.9000	+56.7667
2786	V* V560 Cas                        	347.6806202964898	+57.2650971928041
2787	NIKC 4-127                         	350.7206751454708	+56.4348072029086
2788	V* V561 Cas                        	347.8124965418250	+55.9377626698842
2789	NSV 14464                          	348.4505864589618	+57.1260332549789
2790	V* V359 Cas                        	353.6130029850737	+56.3216072318749
2791	V* V400 Cas                        	351.8001199430020	+58.5205724544004
2792	V* AR Cas                          	352.5080845175886	+58.5489167218441
2793	V* V850 Cas                        	354.4155620431245	+58.8460795399727
2794	V* V358 Cas                        	352.6140507510821	+57.9760290701076
2795	V* V356 Cas                        	352.3048743307071	+56.6592028161216
2796	V* PX Cas                          	353.5095614854610	+56.8412539946879
2797	V* DY Cas                          	354.8857482565239	+57.1714907058294
2798	V* DV Cas                          	354.4557050362972	+56.4350719219790
2799	V* DU Cas                          	354.2999621674565	+57.4396464530310
2800	PN Hb 12                           	351.5617530014432	+58.1818162878039
2801	IRAS 23351+5710                    	354.3708433612018	+57.4444678279966
2802	Case 685                           	352.0741655017595	+57.4824402250685
2803	V* V436 Cas                        	353.1985352915194	+57.9055856985333
2804	1RXS J233137.3+563543              	352.9058	+56.5953
2805	V* V705 Cas                        	355.44663	+57.51653
2806	V* V355 Cas                        	351.7763289809436	+56.7456642098490
2807	IRAS 23247+5708                    	351.7725297076459	+57.4262029065456
2808	[D75] 177                          	350.8243403739432	+57.4241204037999
