PID	TID	Johnson_B	Johnson_V	Johnson_R	SDSS_u	SDSS_g	SDSS_r	SDSS_i	SDSS_z
331	4275	n	n	n	n	n	n	n	n
331	4624	n	n	n	n	n	n	n	n
331	4668	n	n	n	n	n	n	n	n
331	4969	n	n	n	n	n	n	n	n
331	4978	n	n	n	n	n	n	n	n
331	5381	n	n	n	n	n	n	n	n
331	5430	n	n	n	n	n	n	n	n
331	5469	n	n	n	n	n	n	n	n
331	5519	n	n	n	n	n	n	n	n
331	5578	n	n	n	n	n	n	n	n
331	5840	n	n	n	n	n	n	n	n
331	5913	n	n	n	n	n	n	n	n
331	5921	n	n	n	n	n	n	n	n
331	6137	n	n	n	n	n	n	n	n
331	6207	n	n	n	n	n	n	n	n
331	6223	n	n	n	n	n	n	n	n
331	6399	n	n	n	n	n	n	n	n
331	6604	n	n	n	n	n	n	n	n
331	6606	n	n	n	n	n	n	n	n
331	6740	n	n	n	n	n	n	n	n
331	6830	n	n	n	n	n	n	n	n
331	6906	n	n	n	n	n	n	n	n
331	7033	n	n	n	n	n	n	n	n
331	7048	n	n	n	n	n	n	n	n
331	7305	n	n	n	n	n	n	n	n
331	7525	n	n	n	n	n	n	n	n
331	8011	n	n	n	n	n	n	n	n
331	8204	n	n	n	n	n	n	n	n
331	8403	n	n	n	n	n	n	n	n
331	8583	n	n	n	n	n	n	n	n
331	8713	n	n	n	n	n	n	n	n
331	8716	n	n	n	n	n	n	n	n
331	8764	n	n	n	n	n	n	n	n
331	8836	n	n	n	n	n	n	n	n
331	8879	n	n	n	n	n	n	n	n
331	8958	n	n	n	n	n	n	n	n
331	8963	n	n	n	n	n	n	n	n
331	9011	n	n	n	n	n	n	n	n
331	9052	n	n	n	n	n	n	n	n
331	9058	n	n	n	n	n	n	n	n
331	9238	n	n	n	n	n	n	n	n
331	9242	n	n	n	n	n	n	n	n
331	9265	n	n	n	n	n	n	n	n
331	9315	n	n	n	n	n	n	n	n
331	9414	n	n	n	n	n	n	n	n
331	9458	n	n	n	n	n	n	n	n
331	9545	n	n	n	n	n	n	n	n
331	9584	n	n	n	n	n	n	n	n
331	9610	n	n	n	n	n	n	n	n
331	9667	n	n	n	n	n	n	n	n
332	116	n	y	n	y	y	n	y	y
332	258	n	y	n	y	y	n	n	n
332	326	n	n	n	y	y	n	n	n
332	477	n	n	n	y	y	n	n	n
332	597	n	n	n	y	y	n	n	n
332	788	n	n	n	y	y	n	n	n
332	816	n	n	n	n	y	n	n	n
332	919	n	n	n	n	y	n	n	n
332	998	n	n	n	n	y	n	n	n
332	1107	n	n	n	n	y	n	n	n
332	1166	n	n	n	n	n	n	n	n
332	1396	n	n	n	n	n	n	n	n
332	1442	n	n	n	n	n	n	n	n
332	1544	n	n	n	n	n	n	n	n
332	1564	n	n	n	n	n	n	n	n
332	1896	n	n	n	n	n	n	n	n
332	2073	n	n	n	n	n	n	n	n
332	2198	n	n	n	n	n	n	n	n
332	2244	n	n	n	n	n	n	n	n
332	2347	n	n	n	n	n	n	n	n
332	2473	n	n	n	n	n	n	n	n
332	2598	n	n	n	n	n	n	n	n
332	2863	n	n	n	n	n	n	n	n
332	2942	n	n	n	n	n	n	n	n
332	3075	n	n	n	n	n	n	n	n
332	3169	n	n	n	n	n	n	n	n
332	3175	n	n	n	n	n	n	n	n
332	3532	n	n	n	n	n	n	n	n
332	3619	n	n	n	n	n	n	n	n
332	3718	n	n	n	n	n	n	n	n
332	3802	n	n	n	n	n	n	n	n
332	3831	n	n	n	n	n	n	n	n
332	3842	n	n	n	n	n	n	n	n
332	3971	n	n	n	n	n	n	n	n
332	4225	n	n	n	n	n	n	n	n
332	4268	n	n	n	n	n	n	n	n
332	4334	n	n	n	n	n	n	n	n
332	4712	n	n	n	n	n	n	n	n
332	4828	n	n	n	n	n	n	n	n
332	4865	n	n	n	n	n	n	n	n
332	4910	n	n	n	n	n	n	n	n
332	4991	n	n	n	n	n	n	n	n
332	5050	n	n	n	n	n	n	n	n
332	5121	n	n	n	n	n	n	n	n
332	5141	n	n	n	n	n	n	n	n
332	5272	n	n	n	n	n	n	n	n
332	5296	n	n	n	n	n	n	n	n
332	5514	n	n	n	n	n	n	n	n
332	5629	n	n	n	n	n	n	n	n
332	5765	n	n	n	n	n	n	n	n
332	5784	n	n	n	n	n	n	n	n
332	5859	n	n	n	n	n	n	n	n
332	5870	n	n	n	n	n	n	n	n
332	5939	n	n	n	n	n	n	n	n
332	5974	n	n	n	n	n	n	n	n
332	5981	n	n	n	n	n	n	n	n
332	6300	n	n	n	n	n	n	n	n
332	6389	n	n	n	n	n	n	n	n
332	6499	n	n	n	n	n	n	n	n
332	7015	n	n	n	n	n	n	n	n
332	7035	n	n	n	n	n	n	n	n
332	7101	n	n	n	n	n	n	n	n
332	7324	n	n	n	n	n	n	n	n
332	7439	n	n	n	n	n	n	n	n
332	7510	n	n	n	n	n	n	n	n
332	7561	n	n	n	n	n	n	n	n
332	7641	n	n	n	n	n	n	n	n
332	7757	n	n	n	n	n	n	n	n
332	7797	n	n	n	n	n	n	n	n
332	7853	n	n	n	n	n	n	n	n
332	7889	n	n	n	n	n	n	n	n
332	7907	n	n	n	n	n	n	n	n
332	7983	n	n	n	n	n	n	n	n
332	8070	n	n	n	n	n	n	n	n
332	8154	n	n	n	n	n	n	n	n
332	8221	n	n	n	n	n	n	n	n
332	8242	n	n	n	n	n	n	n	n
332	8293	n	n	n	n	n	n	n	n
332	8331	n	n	n	n	n	n	n	n
332	8513	n	n	n	n	n	n	n	n
332	8602	n	n	n	n	n	n	n	n
332	8708	n	n	n	n	n	n	n	n
332	8867	n	n	n	n	n	n	n	n
332	8928	n	n	n	n	n	n	n	n
332	8981	n	n	n	n	n	n	n	n
332	9032	n	n	n	n	n	n	n	n
332	9062	n	n	n	n	n	n	n	n
332	9105	n	n	n	n	n	n	n	n
332	9392	n	n	n	n	n	n	n	n
332	9595	n	n	n	n	n	n	n	n
332	9713	n	n	n	n	n	n	n	n
332	9731	n	n	n	n	n	n	n	n
332	9743	n	n	n	n	n	n	n	n
332	9858	n	n	n	n	n	n	n	n
333	76	y	n	y	y	n	y	y	n
333	119	n	n	y	y	n	y	y	n
333	146	n	n	y	y	n	n	y	n
333	157	n	n	n	y	n	n	y	n
333	202	n	n	n	y	n	n	n	n
333	266	n	n	n	y	n	n	n	n
333	397	n	n	n	y	n	n	n	n
333	522	n	n	n	y	n	n	n	n
333	617	n	n	n	y	n	n	n	n
333	698	n	n	n	y	n	n	n	n
333	738	n	n	n	n	n	n	n	n
333	746	n	n	n	n	n	n	n	n
333	974	n	n	n	n	n	n	n	n
333	1001	n	n	n	n	n	n	n	n
333	1043	n	n	n	n	n	n	n	n
333	1069	n	n	n	n	n	n	n	n
333	1166	n	n	n	n	n	n	n	n
333	1282	n	n	n	n	n	n	n	n
333	1385	n	n	n	n	n	n	n	n
333	1681	n	n	n	n	n	n	n	n
333	1731	n	n	n	n	n	n	n	n
333	1828	n	n	n	n	n	n	n	n
333	1894	n	n	n	n	n	n	n	n
333	2156	n	n	n	n	n	n	n	n
333	2264	n	n	n	n	n	n	n	n
333	2287	n	n	n	n	n	n	n	n
333	2695	n	n	n	n	n	n	n	n
333	2793	n	n	n	n	n	n	n	n
333	3145	n	n	n	n	n	n	n	n
333	3147	n	n	n	n	n	n	n	n
333	3239	n	n	n	n	n	n	n	n
333	3263	n	n	n	n	n	n	n	n
333	3526	n	n	n	n	n	n	n	n
333	3613	n	n	n	n	n	n	n	n
333	3620	n	n	n	n	n	n	n	n
333	3624	n	n	n	n	n	n	n	n
333	3727	n	n	n	n	n	n	n	n
333	3741	n	n	n	n	n	n	n	n
333	3804	n	n	n	n	n	n	n	n
333	3865	n	n	n	n	n	n	n	n
333	4066	n	n	n	n	n	n	n	n
333	4175	n	n	n	n	n	n	n	n
333	4315	n	n	n	n	n	n	n	n
333	4608	n	n	n	n	n	n	n	n
333	4745	n	n	n	n	n	n	n	n
333	4747	n	n	n	n	n	n	n	n
333	4829	n	n	n	n	n	n	n	n
333	4981	n	n	n	n	n	n	n	n
333	5173	n	n	n	n	n	n	n	n
333	5192	n	n	n	n	n	n	n	n
333	5337	n	n	n	n	n	n	n	n
333	5506	n	n	n	n	n	n	n	n
333	5547	n	n	n	n	n	n	n	n
333	5581	n	n	n	n	n	n	n	n
333	5587	n	n	n	n	n	n	n	n
333	5623	n	n	n	n	n	n	n	n
333	5672	n	n	n	n	n	n	n	n
333	5949	n	n	n	n	n	n	n	n
333	6314	n	n	n	n	n	n	n	n
333	6325	n	n	n	n	n	n	n	n
333	6353	n	n	n	n	n	n	n	n
333	6375	n	n	n	n	n	n	n	n
333	6388	n	n	n	n	n	n	n	n
333	6524	n	n	n	n	n	n	n	n
333	6526	n	n	n	n	n	n	n	n
333	6595	n	n	n	n	n	n	n	n
333	6648	n	n	n	n	n	n	n	n
333	6700	n	n	n	n	n	n	n	n
333	6834	n	n	n	n	n	n	n	n
333	6872	n	n	n	n	n	n	n	n
333	6887	n	n	n	n	n	n	n	n
333	6918	n	n	n	n	n	n	n	n
333	6942	n	n	n	n	n	n	n	n
333	6996	n	n	n	n	n	n	n	n
333	7260	n	n	n	n	n	n	n	n
333	7340	n	n	n	n	n	n	n	n
333	7394	n	n	n	n	n	n	n	n
333	7552	n	n	n	n	n	n	n	n
333	7685	n	n	n	n	n	n	n	n
333	7829	n	n	n	n	n	n	n	n
333	7852	n	n	n	n	n	n	n	n
333	7917	n	n	n	n	n	n	n	n
333	7953	n	n	n	n	n	n	n	n
333	7992	n	n	n	n	n	n	n	n
333	8131	n	n	n	n	n	n	n	n
333	8165	n	n	n	n	n	n	n	n
333	8218	n	n	n	n	n	n	n	n
333	8401	n	n	n	n	n	n	n	n
333	8829	n	n	n	n	n	n	n	n
333	8999	n	n	n	n	n	n	n	n
333	9038	n	n	n	n	n	n	n	n
333	9214	n	n	n	n	n	n	n	n
333	9275	n	n	n	n	n	n	n	n
333	9521	n	n	n	n	n	n	n	n
333	9640	n	n	n	n	n	n	n	n
333	9650	n	n	n	n	n	n	n	n
333	9676	n	n	n	n	n	n	n	n
333	9892	n	n	n	n	n	n	n	n
333	9922	n	n	n	n	n	n	n	n
333	9979	n	n	n	n	n	n	n	n
333	9988	n	n	n	n	n	n	n	n
334	4	y	y	y	y	y	y	y	y
334	52	n	n	y	y	y	y	n	y
334	103	n	n	y	y	y	y	n	n
334	116	n	n	n	y	n	y	n	n
334	188	n	n	n	y	n	y	n	n
334	288	n	n	n	y	n	y	n	n
334	351	n	n	n	y	n	y	n	n
334	413	n	n	n	y	n	y	n	n
334	698	n	n	n	y	n	y	n	n
334	699	n	n	n	y	n	n	n	n
334	745	n	n	n	y	n	n	n	n
334	778	n	n	n	n	n	n	n	n
334	975	n	n	n	n	n	n	n	n
334	1067	n	n	n	n	n	n	n	n
334	1114	n	n	n	n	n	n	n	n
334	1172	n	n	n	n	n	n	n	n
334	1330	n	n	n	n	n	n	n	n
334	1537	n	n	n	n	n	n	n	n
334	1577	n	n	n	n	n	n	n	n
334	1594	n	n	n	n	n	n	n	n
334	1813	n	n	n	n	n	n	n	n
334	1814	n	n	n	n	n	n	n	n
334	1880	n	n	n	n	n	n	n	n
334	1933	n	n	n	n	n	n	n	n
334	1949	n	n	n	n	n	n	n	n
334	1997	n	n	n	n	n	n	n	n
334	2106	n	n	n	n	n	n	n	n
334	2165	n	n	n	n	n	n	n	n
334	2236	n	n	n	n	n	n	n	n
334	2324	n	n	n	n	n	n	n	n
334	2628	n	n	n	n	n	n	n	n
334	2680	n	n	n	n	n	n	n	n
334	2696	n	n	n	n	n	n	n	n
334	2735	n	n	n	n	n	n	n	n
334	2868	n	n	n	n	n	n	n	n
334	2939	n	n	n	n	n	n	n	n
334	3120	n	n	n	n	n	n	n	n
334	3122	n	n	n	n	n	n	n	n
334	3161	n	n	n	n	n	n	n	n
334	3193	n	n	n	n	n	n	n	n
334	3240	n	n	n	n	n	n	n	n
334	3280	n	n	n	n	n	n	n	n
334	3330	n	n	n	n	n	n	n	n
334	3342	n	n	n	n	n	n	n	n
334	3542	n	n	n	n	n	n	n	n
334	3587	n	n	n	n	n	n	n	n
334	3710	n	n	n	n	n	n	n	n
334	3762	n	n	n	n	n	n	n	n
334	3905	n	n	n	n	n	n	n	n
334	4116	n	n	n	n	n	n	n	n
334	4142	n	n	n	n	n	n	n	n
334	4143	n	n	n	n	n	n	n	n
334	4272	n	n	n	n	n	n	n	n
334	4308	n	n	n	n	n	n	n	n
334	4322	n	n	n	n	n	n	n	n
334	4396	n	n	n	n	n	n	n	n
334	4412	n	n	n	n	n	n	n	n
334	4444	n	n	n	n	n	n	n	n
334	4555	n	n	n	n	n	n	n	n
334	4560	n	n	n	n	n	n	n	n
334	4626	n	n	n	n	n	n	n	n
334	4734	n	n	n	n	n	n	n	n
334	4827	n	n	n	n	n	n	n	n
334	5372	n	n	n	n	n	n	n	n
334	5388	n	n	n	n	n	n	n	n
334	5575	n	n	n	n	n	n	n	n
334	5721	n	n	n	n	n	n	n	n
334	5744	n	n	n	n	n	n	n	n
334	5785	n	n	n	n	n	n	n	n
334	5813	n	n	n	n	n	n	n	n
334	5870	n	n	n	n	n	n	n	n
334	5966	n	n	n	n	n	n	n	n
334	6030	n	n	n	n	n	n	n	n
334	6189	n	n	n	n	n	n	n	n
334	6264	n	n	n	n	n	n	n	n
334	6330	n	n	n	n	n	n	n	n
334	6371	n	n	n	n	n	n	n	n
334	6397	n	n	n	n	n	n	n	n
334	6440	n	n	n	n	n	n	n	n
334	6501	n	n	n	n	n	n	n	n
334	6636	n	n	n	n	n	n	n	n
334	6794	n	n	n	n	n	n	n	n
334	6812	n	n	n	n	n	n	n	n
334	6842	n	n	n	n	n	n	n	n
334	6916	n	n	n	n	n	n	n	n
334	7047	n	n	n	n	n	n	n	n
334	7140	n	n	n	n	n	n	n	n
334	7309	n	n	n	n	n	n	n	n
334	7358	n	n	n	n	n	n	n	n
334	7407	n	n	n	n	n	n	n	n
334	7421	n	n	n	n	n	n	n	n
334	7531	n	n	n	n	n	n	n	n
334	7551	n	n	n	n	n	n	n	n
334	7564	n	n	n	n	n	n	n	n
334	7593	n	n	n	n	n	n	n	n
334	7707	n	n	n	n	n	n	n	n
334	7930	n	n	n	n	n	n	n	n
334	7992	n	n	n	n	n	n	n	n
334	8175	n	n	n	n	n	n	n	n
334	8235	n	n	n	n	n	n	n	n
334	8341	n	n	n	n	n	n	n	n
334	8393	n	n	n	n	n	n	n	n
334	8449	n	n	n	n	n	n	n	n
334	8504	n	n	n	n	n	n	n	n
334	8510	n	n	n	n	n	n	n	n
334	8536	n	n	n	n	n	n	n	n
334	8597	n	n	n	n	n	n	n	n
334	8900	n	n	n	n	n	n	n	n
334	8929	n	n	n	n	n	n	n	n
334	9023	n	n	n	n	n	n	n	n
334	9236	n	n	n	n	n	n	n	n
334	9275	n	n	n	n	n	n	n	n
334	9410	n	n	n	n	n	n	n	n
334	9412	n	n	n	n	n	n	n	n
334	9420	n	n	n	n	n	n	n	n
334	9463	n	n	n	n	n	n	n	n
334	9583	n	n	n	n	n	n	n	n
334	9757	n	n	n	n	n	n	n	n
334	9800	n	n	n	n	n	n	n	n
334	9811	n	n	n	n	n	n	n	n
334	9846	n	n	n	n	n	n	n	n
334	9952	n	n	n	n	n	n	n	n
334	9985	n	n	n	n	n	n	n	n
335	88	y	n	n	n	y	y	n	n
335	235	y	n	n	n	n	y	n	n
335	323	n	n	n	n	n	y	n	n
335	347	n	n	n	n	n	y	n	n
335	421	n	n	n	n	n	y	n	n
335	424	n	n	n	n	n	y	n	n
335	585	n	n	n	n	n	y	n	n
335	596	n	n	n	n	n	y	n	n
335	625	n	n	n	n	n	y	n	n
335	634	n	n	n	n	n	y	n	n
335	729	n	n	n	n	n	y	n	n
335	879	n	n	n	n	n	n	n	n
335	916	n	n	n	n	n	n	n	n
335	1050	n	n	n	n	n	n	n	n
335	1109	n	n	n	n	n	n	n	n
335	1222	n	n	n	n	n	n	n	n
335	1236	n	n	n	n	n	n	n	n
335	1274	n	n	n	n	n	n	n	n
335	1279	n	n	n	n	n	n	n	n
335	1403	n	n	n	n	n	n	n	n
335	1609	n	n	n	n	n	n	n	n
335	1695	n	n	n	n	n	n	n	n
335	1739	n	n	n	n	n	n	n	n
335	1781	n	n	n	n	n	n	n	n
335	1832	n	n	n	n	n	n	n	n
335	1866	n	n	n	n	n	n	n	n
335	1875	n	n	n	n	n	n	n	n
335	2050	n	n	n	n	n	n	n	n
335	2270	n	n	n	n	n	n	n	n
335	2392	n	n	n	n	n	n	n	n
335	2431	n	n	n	n	n	n	n	n
335	2666	n	n	n	n	n	n	n	n
335	2701	n	n	n	n	n	n	n	n
335	2751	n	n	n	n	n	n	n	n
335	2775	n	n	n	n	n	n	n	n
335	2842	n	n	n	n	n	n	n	n
335	3076	n	n	n	n	n	n	n	n
335	3095	n	n	n	n	n	n	n	n
335	3128	n	n	n	n	n	n	n	n
335	3133	n	n	n	n	n	n	n	n
335	3328	n	n	n	n	n	n	n	n
335	3420	n	n	n	n	n	n	n	n
335	3470	n	n	n	n	n	n	n	n
335	3474	n	n	n	n	n	n	n	n
335	3533	n	n	n	n	n	n	n	n
335	3650	n	n	n	n	n	n	n	n
335	3652	n	n	n	n	n	n	n	n
335	3660	n	n	n	n	n	n	n	n
335	3698	n	n	n	n	n	n	n	n
335	3713	n	n	n	n	n	n	n	n
335	3876	n	n	n	n	n	n	n	n
335	3910	n	n	n	n	n	n	n	n
335	3969	n	n	n	n	n	n	n	n
335	4272	n	n	n	n	n	n	n	n
335	4316	n	n	n	n	n	n	n	n
335	4530	n	n	n	n	n	n	n	n
335	4653	n	n	n	n	n	n	n	n
335	4656	n	n	n	n	n	n	n	n
335	4673	n	n	n	n	n	n	n	n
335	4675	n	n	n	n	n	n	n	n
335	4777	n	n	n	n	n	n	n	n
335	4832	n	n	n	n	n	n	n	n
335	4898	n	n	n	n	n	n	n	n
335	4930	n	n	n	n	n	n	n	n
335	4940	n	n	n	n	n	n	n	n
335	5189	n	n	n	n	n	n	n	n
335	5212	n	n	n	n	n	n	n	n
335	5303	n	n	n	n	n	n	n	n
335	5401	n	n	n	n	n	n	n	n
335	5585	n	n	n	n	n	n	n	n
335	5736	n	n	n	n	n	n	n	n
335	5858	n	n	n	n	n	n	n	n
335	5967	n	n	n	n	n	n	n	n
335	6077	n	n	n	n	n	n	n	n
335	6083	n	n	n	n	n	n	n	n
335	6114	n	n	n	n	n	n	n	n
335	6119	n	n	n	n	n	n	n	n
335	6326	n	n	n	n	n	n	n	n
335	6391	n	n	n	n	n	n	n	n
335	6435	n	n	n	n	n	n	n	n
335	6590	n	n	n	n	n	n	n	n
335	6654	n	n	n	n	n	n	n	n
335	6690	n	n	n	n	n	n	n	n
335	6875	n	n	n	n	n	n	n	n
335	6908	n	n	n	n	n	n	n	n
335	6919	n	n	n	n	n	n	n	n
335	6947	n	n	n	n	n	n	n	n
335	7080	n	n	n	n	n	n	n	n
335	7245	n	n	n	n	n	n	n	n
335	7268	n	n	n	n	n	n	n	n
335	7324	n	n	n	n	n	n	n	n
335	7356	n	n	n	n	n	n	n	n
335	7516	n	n	n	n	n	n	n	n
335	7535	n	n	n	n	n	n	n	n
335	7536	n	n	n	n	n	n	n	n
335	7582	n	n	n	n	n	n	n	n
335	7617	n	n	n	n	n	n	n	n
335	7677	n	n	n	n	n	n	n	n
335	7975	n	n	n	n	n	n	n	n
335	8147	n	n	n	n	n	n	n	n
335	8276	n	n	n	n	n	n	n	n
335	8283	n	n	n	n	n	n	n	n
335	8340	n	n	n	n	n	n	n	n
335	8374	n	n	n	n	n	n	n	n
335	8426	n	n	n	n	n	n	n	n
335	8539	n	n	n	n	n	n	n	n
335	8624	n	n	n	n	n	n	n	n
335	8704	n	n	n	n	n	n	n	n
335	8719	n	n	n	n	n	n	n	n
335	8900	n	n	n	n	n	n	n	n
335	8957	n	n	n	n	n	n	n	n
335	8993	n	n	n	n	n	n	n	n
335	9044	n	n	n	n	n	n	n	n
335	9187	n	n	n	n	n	n	n	n
335	9303	n	n	n	n	n	n	n	n
335	9325	n	n	n	n	n	n	n	n
335	9358	n	n	n	n	n	n	n	n
335	9412	n	n	n	n	n	n	n	n
335	9445	n	n	n	n	n	n	n	n
335	9511	n	n	n	n	n	n	n	n
335	9603	n	n	n	n	n	n	n	n
335	9715	n	n	n	n	n	n	n	n
335	9748	n	n	n	n	n	n	n	n
335	9764	n	n	n	n	n	n	n	n
335	9936	n	n	n	n	n	n	n	n
336	224	y	n	y	y	n	y	y	y
336	229	n	n	y	y	n	y	y	y
336	665	n	n	y	n	n	y	n	n
336	743	n	n	y	n	n	y	n	n
336	808	n	n	y	n	n	y	n	n
336	928	n	n	y	n	n	y	n	n
336	1113	n	n	y	n	n	y	n	n
336	1527	n	n	n	n	n	y	n	n
336	1624	n	n	n	n	n	n	n	n
336	1817	n	n	n	n	n	n	n	n
336	1988	n	n	n	n	n	n	n	n
336	2072	n	n	n	n	n	n	n	n
336	2198	n	n	n	n	n	n	n	n
336	2208	n	n	n	n	n	n	n	n
336	2275	n	n	n	n	n	n	n	n
336	2289	n	n	n	n	n	n	n	n
336	2420	n	n	n	n	n	n	n	n
336	2526	n	n	n	n	n	n	n	n
336	2555	n	n	n	n	n	n	n	n
336	2647	n	n	n	n	n	n	n	n
336	2662	n	n	n	n	n	n	n	n
336	2719	n	n	n	n	n	n	n	n
336	2742	n	n	n	n	n	n	n	n
336	2744	n	n	n	n	n	n	n	n
336	2879	n	n	n	n	n	n	n	n
336	2945	n	n	n	n	n	n	n	n
336	3050	n	n	n	n	n	n	n	n
336	3063	n	n	n	n	n	n	n	n
336	3114	n	n	n	n	n	n	n	n
336	3180	n	n	n	n	n	n	n	n
336	3303	n	n	n	n	n	n	n	n
336	3339	n	n	n	n	n	n	n	n
336	3621	n	n	n	n	n	n	n	n
336	3674	n	n	n	n	n	n	n	n
336	3771	n	n	n	n	n	n	n	n
336	3914	n	n	n	n	n	n	n	n
336	4133	n	n	n	n	n	n	n	n
336	4228	n	n	n	n	n	n	n	n
336	4343	n	n	n	n	n	n	n	n
336	4346	n	n	n	n	n	n	n	n
336	4419	n	n	n	n	n	n	n	n
336	4462	n	n	n	n	n	n	n	n
336	4506	n	n	n	n	n	n	n	n
336	4549	n	n	n	n	n	n	n	n
336	4713	n	n	n	n	n	n	n	n
336	4721	n	n	n	n	n	n	n	n
336	4782	n	n	n	n	n	n	n	n
336	5038	n	n	n	n	n	n	n	n
336	5131	n	n	n	n	n	n	n	n
336	5140	n	n	n	n	n	n	n	n
336	5188	n	n	n	n	n	n	n	n
336	5256	n	n	n	n	n	n	n	n
336	5263	n	n	n	n	n	n	n	n
336	5274	n	n	n	n	n	n	n	n
336	5349	n	n	n	n	n	n	n	n
336	5439	n	n	n	n	n	n	n	n
336	5509	n	n	n	n	n	n	n	n
336	5593	n	n	n	n	n	n	n	n
336	5660	n	n	n	n	n	n	n	n
336	5708	n	n	n	n	n	n	n	n
336	5762	n	n	n	n	n	n	n	n
336	5872	n	n	n	n	n	n	n	n
336	6389	n	n	n	n	n	n	n	n
336	6670	n	n	n	n	n	n	n	n
336	6821	n	n	n	n	n	n	n	n
336	6885	n	n	n	n	n	n	n	n
336	6981	n	n	n	n	n	n	n	n
336	7015	n	n	n	n	n	n	n	n
336	7390	n	n	n	n	n	n	n	n
336	7621	n	n	n	n	n	n	n	n
336	7815	n	n	n	n	n	n	n	n
336	7829	n	n	n	n	n	n	n	n
336	8083	n	n	n	n	n	n	n	n
336	8228	n	n	n	n	n	n	n	n
336	8296	n	n	n	n	n	n	n	n
336	8338	n	n	n	n	n	n	n	n
336	8438	n	n	n	n	n	n	n	n
336	8464	n	n	n	n	n	n	n	n
336	8500	n	n	n	n	n	n	n	n
336	8618	n	n	n	n	n	n	n	n
336	8841	n	n	n	n	n	n	n	n
336	8891	n	n	n	n	n	n	n	n
336	8938	n	n	n	n	n	n	n	n
336	8980	n	n	n	n	n	n	n	n
336	8981	n	n	n	n	n	n	n	n
336	9123	n	n	n	n	n	n	n	n
336	9235	n	n	n	n	n	n	n	n
336	9374	n	n	n	n	n	n	n	n
336	9548	n	n	n	n	n	n	n	n
336	9720	n	n	n	n	n	n	n	n
336	9748	n	n	n	n	n	n	n	n
336	9895	n	n	n	n	n	n	n	n
336	9919	n	n	n	n	n	n	n	n
337	47	y	n	y	y	y	y	y	y
337	266	y	n	n	y	n	n	n	y
337	300	y	n	n	n	n	n	n	y
337	360	n	n	n	n	n	n	n	y
337	361	n	n	n	n	n	n	n	y
337	454	n	n	n	n	n	n	n	y
337	470	n	n	n	n	n	n	n	y
337	595	n	n	n	n	n	n	n	y
337	746	n	n	n	n	n	n	n	y
337	814	n	n	n	n	n	n	n	y
337	864	n	n	n	n	n	n	n	y
337	869	n	n	n	n	n	n	n	y
337	882	n	n	n	n	n	n	n	n
337	982	n	n	n	n	n	n	n	n
337	1092	n	n	n	n	n	n	n	n
337	1216	n	n	n	n	n	n	n	n
337	1557	n	n	n	n	n	n	n	n
337	1669	n	n	n	n	n	n	n	n
337	1798	n	n	n	n	n	n	n	n
337	1910	n	n	n	n	n	n	n	n
337	1916	n	n	n	n	n	n	n	n
337	1950	n	n	n	n	n	n	n	n
337	2123	n	n	n	n	n	n	n	n
337	2249	n	n	n	n	n	n	n	n
337	2422	n	n	n	n	n	n	n	n
337	2717	n	n	n	n	n	n	n	n
337	2737	n	n	n	n	n	n	n	n
337	3026	n	n	n	n	n	n	n	n
337	3124	n	n	n	n	n	n	n	n
337	3130	n	n	n	n	n	n	n	n
337	3176	n	n	n	n	n	n	n	n
337	3186	n	n	n	n	n	n	n	n
337	3278	n	n	n	n	n	n	n	n
337	3305	n	n	n	n	n	n	n	n
337	3372	n	n	n	n	n	n	n	n
337	3439	n	n	n	n	n	n	n	n
337	3489	n	n	n	n	n	n	n	n
337	3530	n	n	n	n	n	n	n	n
337	3600	n	n	n	n	n	n	n	n
337	3727	n	n	n	n	n	n	n	n
337	3728	n	n	n	n	n	n	n	n
337	3730	n	n	n	n	n	n	n	n
337	3740	n	n	n	n	n	n	n	n
337	3855	n	n	n	n	n	n	n	n
337	4298	n	n	n	n	n	n	n	n
337	4313	n	n	n	n	n	n	n	n
337	4449	n	n	n	n	n	n	n	n
337	4595	n	n	n	n	n	n	n	n
337	4788	n	n	n	n	n	n	n	n
337	4923	n	n	n	n	n	n	n	n
337	4988	n	n	n	n	n	n	n	n
337	5159	n	n	n	n	n	n	n	n
337	5440	n	n	n	n	n	n	n	n
337	5514	n	n	n	n	n	n	n	n
337	5605	n	n	n	n	n	n	n	n
337	5666	n	n	n	n	n	n	n	n
337	5694	n	n	n	n	n	n	n	n
337	5737	n	n	n	n	n	n	n	n
337	5738	n	n	n	n	n	n	n	n
337	5882	n	n	n	n	n	n	n	n
337	5991	n	n	n	n	n	n	n	n
337	6175	n	n	n	n	n	n	n	n
337	6255	n	n	n	n	n	n	n	n
337	6337	n	n	n	n	n	n	n	n
337	6352	n	n	n	n	n	n	n	n
337	6425	n	n	n	n	n	n	n	n
337	6457	n	n	n	n	n	n	n	n
337	6923	n	n	n	n	n	n	n	n
337	7271	n	n	n	n	n	n	n	n
337	7299	n	n	n	n	n	n	n	n
337	7340	n	n	n	n	n	n	n	n
337	7389	n	n	n	n	n	n	n	n
337	7407	n	n	n	n	n	n	n	n
337	7499	n	n	n	n	n	n	n	n
337	7540	n	n	n	n	n	n	n	n
337	7559	n	n	n	n	n	n	n	n
337	7604	n	n	n	n	n	n	n	n
337	7639	n	n	n	n	n	n	n	n
337	7715	n	n	n	n	n	n	n	n
337	7883	n	n	n	n	n	n	n	n
