EID	aperture	FoV	pixel_scale	tracking_accuracy	limiting_magnitude	elevation_limit	mount_type	camera_type_colored_mono	camera_type_cooled_uncooled	Johnson_B	Johnson_V	Johnson_R	SDSS_u	SDSS_g	SDSS_r	SDSS_i	SDSS_z
533	4.435749791488230	215.467582385534	2.567418015622990	0.9081099787800920	10.020205061986500	23.562773250020600	fork	colored	cooled	y	y	n	n	y	y	y	y
534	8.06886647499434	477.06241970285000	1.4904330563432100	0.8454503076190830	14.161095814363000	34.428727051945400	fork	colored	cooled	y	y	y	y	n	y	n	n
535	9.900950489246700	136.5019353057670	2.9958823399278200	0.8790785483331400	12.09976375893370	34.69851616964020	german	colored	cooled	n	n	y	y	n	y	y	y
536	0.4957287462914000	27.238707898965500	1.807296284188760	0.4908329308306410	11.273406202877900	20.171591222143800	german	colored	cooled	y	y	y	y	y	y	n	y
537	7.177152494585900	376.54230253239600	0.8651578736067260	0.19404578842589900	24.615410556969400	20.913892649506600	fork	colored	cooled	y	y	y	y	y	y	y	y
538	1.054477819847750	400.17386040769500	0.1933912817745240	0.2881306926563100	13.992392262462000	26.509927788571000	german	colored	cooled	y	n	y	y	n	y	y	y
539	3.108162975653920	157.28419014586700	2.349891832974400	0.4181623201648110	13.04540726679810	16.09592250828630	fork	mono	cooled	y	y	y	n	y	y	y	y
540	1.5293641765677500	412.4829058427910	2.928223342748720	0.5743613936629340	8.253481189910250	32.734643593448400	theodolite	colored	cooled	y	y	n	y	y	y	n	n
541	6.491673671227710	166.53098526775900	1.9713438560766000	0.27161859278943500	20.90431802206820	31.662201950529700	fork	mono	cooled	y	y	n	n	n	y	y	n
542	2.674658618705140	4.825781262862820	2.4000703877544700	0.6547208401023200	9.32246203348064	13.726459946466300	german	colored	cooled	y	y	y	y	y	y	y	n
543	3.965690380416960	185.50449205016100	1.6123050817341900	0.8504363104816480	20.394229218007300	26.2376327226077	theodolite	colored	cooled	y	y	y	y	y	y	n	y
544	6.7829202218231300	262.9660996824410	2.7838441362679500	0.1427936137611320	9.89004518604364	21.628479445562300	german	mono	cooled	y	y	y	y	y	y	n	n
545	8.239661246040300	582.4452363247200	1.3689412359749300	0.9370781841611780	8.065823707591910	15.667612741633800	german	colored	cooled	y	y	y	n	n	y	y	n
546	2.707323746641410	492.8705228286270	0.6420402525075820	0.6515410144936920	18.479346771029500	31.34745518224210	fork	colored	cooled	y	y	y	y	y	y	y	n
547	6.73066040821558	391.3602393080860	1.1695238948235800	0.9051338652722280	24.228928633086600	34.7529873577585	german	colored	cooled	y	n	n	y	y	y	y	y
548	1.7766057148493500	570.337440861291	0.5756939472197010	0.7250802532505460	24.22527909207840	16.867811094875900	fork	mono	cooled	y	y	y	y	y	n	y	y
549	0.4781174591434920	184.9109661007240	0.960087598470522	0.37657033729275400	23.338086003295300	34.587416823411500	german	mono	cooled	y	n	y	y	y	y	y	y
550	0.6027467555247230	487.43273471232600	1.2822147274378400	0.37138050086047000	17.604927442318400	12.846832353653800	fork	mono	cooled	y	y	y	y	n	y	y	y
551	4.070799931782960	557.1359973883150	0.1260718122637240	0.16914651987090400	17.06529293989450	21.479551219208900	theodolite	mono	uncooled	y	y	n	y	n	y	y	y
552	2.8789942175685600	592.9330789801350	1.1628671624037000	0.669571432242948	24.56573024713820	28.852731516783800	fork	mono	cooled	y	y	y	n	y	n	y	n
553	4.360778649180130	262.37334605639200	0.7643115501202210	0.8553589380591210	12.236062863121300	21.54470696675430	german	mono	cooled	y	n	y	n	y	n	y	y
554	5.282181724267290	225.4295325031640	1.6473795637901900	0.34840566717559300	15.36614593419880	22.4882855338225	fork	mono	cooled	y	n	y	n	y	y	y	y
555	6.257294341621190	565.2147333136290	0.7612293044451140	0.3705870631966230	22.637082007955500	31.893954268983500	fork	mono	cooled	n	y	y	n	y	y	y	y
556	6.1730747688077500	559.0588199723670	2.236799351132150	0.5561508968056600	9.830876850694350	21.578902076366200	fork	mono	cooled	n	y	y	y	n	y	y	y
557	0.22352089775498400	558.5788343697200	2.6044106673010800	0.15050373234969300	13.626329346903800	14.197809625929300	german	colored	cooled	y	y	n	n	n	y	n	n
558	3.145691691532700	356.4683667054280	0.7951102295074700	0.7976477776739700	22.379919861018800	18.202511133955500	fork	mono	cooled	y	y	y	y	y	y	n	n
559	0.3192095322127780	262.6937976724220	0.31685904085623300	0.2877303656629320	20.250349041963100	27.192696530759200	german	mono	uncooled	n	y	n	y	y	y	y	y
560	4.884354754777830	290.1875048669160	0.2705051493201060	0.8363877824006970	23.5817632932962	30.89967957046630	fork	mono	cooled	y	n	y	y	y	y	y	y
561	4.175952932414330	329.97318813456200	1.1675453591247300	0.923456982438604	15.782176006991600	34.563238673791000	fork	colored	cooled	y	y	y	y	n	y	y	y
562	5.477478215716960	171.01232047065200	1.913943817150740	0.8732315214289010	9.220706024285350	32.1874657877665	fork	colored	cooled	y	y	n	n	y	y	y	n
563	1.3668303018432400	460.5391539958030	2.5784111852004600	0.1050424499791700	23.82403758611600	27.574742178789400	theodolite	mono	cooled	n	n	y	y	y	y	y	n
564	9.375086249053820	500.5428236753330	2.668500373224900	0.6484123327274400	17.34950951026810	22.407318002400700	fork	colored	cooled	n	n	y	n	y	n	y	n
565	7.028191503106890	235.03362686477300	2.081579017090610	0.32573697918095000	12.118310415486500	28.921644769346200	theodolite	mono	cooled	n	y	y	y	y	n	y	y
566	8.427987516100680	439.7402122375150	1.4331088593081700	0.7559144069029180	15.053774719126800	31.34959592255120	theodolite	mono	cooled	y	y	y	y	y	n	n	n
567	9.137077608198270	430.294177574564	0.4947213198522490	0.7111972416358960	17.276113290865600	15.968046662409600	german	colored	cooled	y	y	y	y	y	y	n	y
568	5.492271794393700	90.79205620444820	1.5689635270067000	0.3240546230764530	9.496938437724010	24.631312412450700	german	colored	cooled	y	y	y	y	y	y	y	y
569	6.549085802669070	176.93404481420800	2.2609949447702700	0.3171925259258880	15.000558935205700	30.43105868097250	fork	mono	cooled	y	y	y	y	y	y	y	y
570	3.86276708765451	409.6879749696520	2.092781708351570	0.9334914786945360	23.675045733192600	23.1406974371656	german	colored	cooled	y	y	y	y	n	n	y	y
571	8.98546484137095	296.26408522712200	1.1667030864584900	0.3037471481715740	22.083971635152300	14.650527589937900	german	colored	cooled	n	y	y	y	y	n	y	y
572	0.921245207756625	115.18626122090300	0.14185575822555900	0.7317256836678500	24.314482904477200	23.383644703189000	fork	mono	uncooled	y	y	n	y	n	n	y	y
573	2.5569222501165400	191.1846247747770	1.5844761461773000	0.9765961796114150	22.326513742878400	25.768387436985200	fork	mono	cooled	y	y	y	y	y	y	y	y
574	2.3524504884576600	135.92723393441000	2.6631865558513300	0.4826514578776330	11.571863292637700	26.638586864603200	fork	mono	cooled	n	y	n	y	n	n	n	y
575	2.5521519627143500	166.23200090571500	2.712007555203020	0.7669352461809320	24.240175378798200	14.843775337538900	fork	colored	cooled	n	y	y	y	y	y	y	y
576	0.4011068722584410	185.58995103874200	0.6437927102696210	0.8879694686859170	22.4233455301023	32.54249768171180	theodolite	colored	cooled	y	y	y	y	y	y	y	y
577	1.887228582664790	267.12184595735400	2.2065685618229800	0.9957606985696690	21.72999948891550	13.84594812924170	theodolite	colored	cooled	y	y	y	y	y	y	n	n
578	5.91205453206299	315.21008867056400	1.5287993524254200	0.4000936520393940	10.545275715353800	16.493324600802800	fork	colored	cooled	n	y	y	y	y	y	y	n
579	9.32986468779519	375.58421152266500	1.7331566342282300	0.7451832499199940	21.52167948217330	20.334927727483700	fork	mono	cooled	y	y	y	y	y	y	y	y
580	0.8912371434276040	320.88122478866400	2.7419763627132900	0.2852471669912190	24.80155388878020	27.423193341498100	german	colored	cooled	n	n	y	y	y	n	y	y
581	2.9481512033025900	196.75156956491500	2.324781442470880	0.2671497083062560	23.729183733392100	21.822201662004700	fork	colored	cooled	y	n	y	y	y	n	y	y
582	6.516317743837400	242.24214878968500	0.6745300397202510	0.8072790692296290	9.185521822434	12.856159058317200	fork	mono	cooled	y	n	n	n	y	y	y	y
583	7.538457509468500	504.9625665461780	1.3203784973876200	0.9856142162523520	24.305666330624600	31.589013509052300	fork	colored	cooled	y	y	y	y	y	y	y	y
584	0.1406177756481770	320.1906248083710	2.5967262304253400	0.5082742669952570	10.346689874007300	25.716919612922300	theodolite	mono	cooled	y	y	y	n	y	y	y	y
585	1.1379406456723700	390.374655212961	0.2777150651993420	0.6505025576632360	13.523915315679100	34.18640303264630	fork	colored	cooled	n	n	n	y	n	y	y	y
586	8.583569592716340	119.24244336589000	2.5214752661839700	0.1992869997025750	20.84437646265820	13.626614052054600	fork	mono	cooled	y	n	y	y	n	y	y	y
587	7.452800983008550	242.75061945944100	1.7309714564413400	0.4217986682147740	24.305302705721400	25.172416768802000	german	colored	cooled	y	n	y	n	y	y	y	y
588	2.0993164936130800	178.4126424827010	0.31861196323504300	0.2560199885879240	20.554127893060000	34.33202275621030	german	colored	cooled	n	y	y	y	y	y	y	n
589	3.379224249868910	556.273307808755	2.5453642573178100	0.9949193842144030	23.575737038221200	21.09556274361330	fork	mono	cooled	y	n	y	y	y	n	y	y
590	8.774539688759070	184.67090438601300	2.0572139933893600	0.5835539431453260	14.415625788334900	25.22340852893710	fork	colored	uncooled	y	n	y	n	y	y	y	n
591	6.6590280284203000	543.3071870110290	1.6173048606748500	0.9357349573306800	22.35411949548680	26.545583721853300	german	colored	cooled	y	y	y	y	y	y	y	n
592	9.620427644797040	549.6458910437950	2.3948266183674600	0.7334669863914890	21.560081810677100	34.346037350741200	german	colored	cooled	n	y	n	y	y	y	y	y
593	0.3030748830618770	22.228599665125300	2.906152800264790	0.8893647640970160	24.281809003879400	27.905024734884800	theodolite	mono	cooled	y	y	y	y	n	n	y	y
594	0.9558609855220000	168.44444816831900	0.8828890481182290	0.7235657779473370	10.980586018914300	16.418126077370700	fork	colored	cooled	y	n	y	y	y	y	y	y
595	7.587225800724350	464.53395188630800	0.6895079485789330	0.9241374793780550	9.113338632822570	17.482480940489800	german	mono	cooled	y	n	n	n	y	y	y	y
596	9.188353062950000	437.12004144537100	1.6273048817579200	0.21778417951957800	14.304333275097500	22.06336771637700	fork	mono	cooled	y	n	y	y	y	y	y	y
597	5.605003456513600	25.690458087906900	1.834860725914190	0.17033585651066000	21.123366242783500	27.781961731395000	fork	colored	uncooled	y	y	y	y	y	y	y	n
598	8.73902869176339	169.31308428626000	1.4645093543816000	0.42144616243976200	22.270259747869000	19.20117504270430	german	colored	cooled	y	y	y	y	y	y	y	y
599	2.3558691373840100	453.58181867597600	0.45105067390117200	0.9980632719407520	12.835100065079000	19.151603074552900	theodolite	colored	cooled	y	n	y	n	y	y	n	n
600	7.970862412463800	240.01888780450900	1.8850460336701700	0.5312092683577660	22.937771228082500	28.831727268589100	german	mono	cooled	y	y	y	n	y	y	y	n
601	8.062504574639610	278.1190444350950	1.9795679433556900	0.45521791537818800	18.764691451280800	26.905541728427200	theodolite	mono	cooled	y	y	y	y	y	y	y	y
602	8.333296791078090	447.15079383105700	0.3399141917803310	0.23043519704961100	15.804074797235300	20.267029631471500	theodolite	colored	cooled	y	y	y	y	y	y	y	y
603	4.926243222230370	268.59115848998300	0.6511609154684060	0.6858359565915730	8.39426954620318	17.527096264467900	german	colored	cooled	n	y	y	y	y	y	y	n
604	7.637677130377670	445.57941216245200	1.813911301252430	0.49438212863202500	20.00794107283720	30.65659948862870	fork	colored	cooled	y	y	n	y	y	y	y	y
605	7.554193672795670	560.9513410431410	1.6335432646177200	0.5841123073236360	18.516215541255800	26.387203423311500	theodolite	colored	cooled	n	n	y	y	n	y	y	y
606	4.804318248173240	240.8479681609560	1.7746513049692500	0.5133641342622850	8.324804698868590	25.227125631235400	german	mono	uncooled	y	n	n	y	n	y	y	y
607	4.417835451095300	535.4582033275040	1.2132987578268900	0.5077291735453720	18.45196818515120	23.025041034972800	fork	mono	cooled	n	y	y	y	y	y	y	n
608	1.3623633281019400	161.26859977585300	1.1387657848207200	0.9812969554554880	8.704589407294500	24.672703088974300	fork	mono	cooled	n	y	y	n	y	y	y	y
609	3.4725862188877200	558.6124068078340	0.7891391756994800	0.795256935194871	19.02694583120510	31.598072153618100	german	colored	cooled	y	y	y	y	n	y	y	y
610	8.328014736927330	199.10256983037100	1.3044749674169600	0.22542543382818900	21.105964184003800	32.084215664171300	fork	mono	cooled	y	y	y	y	y	y	y	n
611	0.4155863635629630	352.55947572975700	1.7484466777304600	0.7864161660652280	16.19937041825190	21.93738433099450	german	mono	cooled	y	y	y	n	y	n	y	y
612	7.368152476049240	147.75842606232100	2.3000907184379700	0.6064928100535220	16.50811388775050	31.742730729613400	fork	mono	cooled	y	y	y	y	y	y	y	y
613	2.452199013960170	543.9843232861500	0.5808508071081640	0.7935610756158720	8.5776658250783	21.79825274967110	fork	colored	cooled	n	y	y	y	y	n	y	y
614	9.570167968566180	487.1305006083650	2.5457213875740100	0.3603091452254700	8.750406284332920	25.277771355525600	fork	mono	cooled	y	y	y	y	y	y	y	y
615	6.294875789742550	278.7391066716110	0.20005040452073100	0.9306627676839370	24.70453342635410	30.36932385638570	german	mono	cooled	y	y	y	y	n	y	y	y
616	4.741991857205770	424.7977243745820	0.9050173499836460	0.9851257420647690	21.11242314686760	19.34494946030720	fork	colored	cooled	y	y	y	y	n	y	y	y
617	6.442651817910250	283.82433396516700	2.9412484686395100	0.6085657336779810	8.654143628630250	27.40538972365100	fork	mono	cooled	n	y	n	n	y	y	n	y
618	0.7171763319911750	358.71351951135700	0.45854051342174500	0.4832307110620850	14.952738052681400	33.38383059446060	fork	colored	cooled	n	y	n	y	n	y	y	y
619	4.372393782973650	566.3654347147250	0.5628614503318660	0.5431419082145820	12.569242205500100	14.224987665292100	german	mono	cooled	n	n	y	y	y	n	y	y
620	6.902943974795660	22.938094602060900	2.0496949203186700	0.9886616326477240	22.98591238181270	34.00566976321840	theodolite	colored	cooled	y	y	n	y	n	y	y	y
621	0.8222955424441500	351.33060793025900	1.2410329983839800	0.3915157638872500	16.437269656348200	13.47677206321470	fork	mono	uncooled	y	y	y	y	y	y	y	y
622	4.971197035369840	567.0441664824270	0.41053521126645300	0.7390750344629200	19.99248661044870	20.97371264972940	fork	colored	cooled	y	y	y	y	n	y	y	n
623	2.5925877212515900	234.44197213841500	2.200130617700020	0.8926120924526970	8.949711972690800	14.24472334294350	german	colored	cooled	y	y	y	n	y	y	y	y
624	1.5582996058622800	92.89825876072000	2.8799133845965400	0.517349016048707	23.9269429998903	21.097989381315700	fork	mono	uncooled	y	n	y	y	n	y	y	y
625	0.2630105555210880	185.76958972732100	1.9066146768212000	0.347024051727005	9.689701075974010	27.769663133376800	fork	colored	cooled	y	y	n	y	y	n	y	y
626	5.3456179921801400	588.3942878345760	0.5527177692968280	0.81757089976573	23.765812270743100	27.151280589377600	fork	mono	cooled	y	y	y	y	y	y	y	n
627	0.39558644072961300	512.5286212488410	0.5481774030973900	0.3662051366213940	11.466714704465000	22.80934362308240	theodolite	mono	uncooled	y	y	y	y	y	y	n	y
628	7.50110760598949	268.26756336097200	2.610140197364140	0.34610233375109000	18.54812710114490	16.1842057140806	fork	mono	cooled	y	y	y	y	y	y	y	y
629	8.41685369329775	267.13831637787000	1.498686223821200	0.12136942986553500	19.161862664837900	33.62404189773390	fork	mono	uncooled	y	n	y	y	y	n	y	y
630	7.840378607692270	293.3624532965350	1.6934343203232700	0.2704877623940580	14.446405750084100	15.600732547939200	fork	mono	cooled	y	y	y	y	y	n	n	y
631	5.278341498968400	580.944444393221	0.18977591362914800	0.5293292117782280	11.070554538639300	31.572198183605800	fork	mono	uncooled	n	y	y	y	y	y	y	y
632	4.662829739336840	157.33454697692700	2.2009743232007300	0.737958324244105	9.196862220119400	14.564157942015100	fork	mono	cooled	n	n	y	n	y	n	y	y
633	0.584272643619375	574.3544305076760	2.3377543886831900	0.8902540289656740	8.122898123659980	22.016706861096000	theodolite	mono	cooled	y	n	y	y	n	n	y	y
634	9.443263952125610	73.8429877008429	2.9834923850658500	0.5580825150183420	13.039612721048500	34.806029873227300	german	mono	cooled	n	y	y	y	y	y	n	y
635	2.3197009762200200	310.26453895332500	2.922102391413020	0.9947228989571750	23.104633747375200	12.23948770010220	theodolite	mono	uncooled	y	y	y	n	n	y	y	y
636	2.834926607110320	286.86954625082800	2.2923196203673700	0.6574823670167640	23.926584450563900	16.0632957638629	fork	mono	uncooled	y	y	n	n	y	y	y	n
637	8.131774989122710	83.31996894406660	0.10831778626676900	0.9561740823626800	23.514556816848800	12.662395294371000	theodolite	mono	uncooled	y	y	n	y	y	y	n	y
638	4.458324387699890	105.0852855379650	2.7516007980565500	0.6619790811044700	8.236530987573450	23.09670418891660	german	mono	cooled	y	y	y	y	y	y	n	y
639	5.174178258141430	191.92090986085000	2.2350634107614600	0.508698651780326	13.684314495837200	34.89928981581020	fork	mono	cooled	y	y	y	y	y	y	y	n
640	3.5049903519636100	385.2542021459570	0.11085898075593200	0.6031240273061430	15.835276481459400	12.077512653045500	fork	colored	cooled	y	y	y	y	y	y	y	y
641	3.7225972503449700	198.64085693714900	2.1704434879422700	0.3314396592121160	15.11738096906240	29.238430002618800	fork	colored	cooled	y	y	y	y	n	y	y	y
642	2.350425624506210	590.3832159733120	2.092396138077420	0.5841804846449950	20.89003499770990	15.065205419321400	fork	colored	cooled	y	y	n	y	y	y	y	y
643	3.9710209688820600	197.59170938104100	1.9720049866058900	0.43011973313574200	24.100604589354100	32.34235000020880	fork	mono	cooled	y	y	y	y	y	y	y	y
644	7.646097031231170	537.7234143732620	0.3268301020949590	0.9671930664444800	17.162451725229600	16.740754049717700	german	mono	cooled	y	y	y	y	y	y	y	y
645	6.312656237127750	479.782399063235	0.6448026620968910	0.7810486360916600	9.85035797977384	27.04593091673030	theodolite	colored	cooled	y	y	y	y	y	y	n	y
646	9.998309977966180	396.2980043171680	0.5751891641434690	0.5161399156787570	10.075562666460700	22.633362099643500	fork	mono	cooled	y	n	y	n	n	y	y	y
647	5.883080018193380	428.8422098760510	1.8647148178017400	0.7634833750642350	10.847156529986300	29.688569294211000	german	mono	uncooled	y	n	y	n	y	y	y	y
648	5.903617746996220	560.8032694351370	2.679012017876280	0.14974609520015500	12.905045795422900	17.23495167516450	theodolite	colored	cooled	y	n	y	y	y	y	y	y
649	9.955719382326820	362.58697329880300	2.3659532622390400	0.6710510421798980	17.921356264522500	24.667579968603700	fork	colored	cooled	y	y	y	y	y	y	y	y
650	1.4472493036597300	188.73601082665200	1.974903215002090	0.1722637317108590	24.24149388577700	22.44505843301620	german	mono	cooled	y	y	y	n	y	y	n	y
651	8.368009729792580	237.02839583335900	2.945482117126830	0.11024488733754300	22.326063862724500	28.382889656360600	fork	mono	cooled	n	y	n	y	y	n	n	n
652	2.9232571872445000	439.294058684558	2.851708361017270	0.5665745783010770	13.90394763566990	21.431371500068500	fork	mono	cooled	y	y	y	y	y	y	y	y
653	3.2421160206403900	86.99648328698330	1.165867145348920	0.3424785872067980	12.566599108983500	15.778546463018800	theodolite	mono	cooled	y	n	y	y	y	y	y	y
654	0.2765135389128260	372.2882580549680	2.9826831850715100	0.20614572645422100	18.609905663248000	17.08180810613900	german	colored	cooled	n	y	y	y	y	y	n	y
655	2.3628616869084400	509.06563307749000	2.1890161153569300	0.7951539713755640	24.87379114412740	28.159626396770900	fork	mono	cooled	y	y	y	y	y	y	y	y
656	5.224322607455470	13.507399246917500	2.5919648918202900	0.34829873943252400	23.757340433456700	31.91975424428320	german	mono	cooled	y	y	n	y	y	y	y	y
657	5.847860127642730	20.36424143446810	2.912206878835740	0.6929247094557160	10.415030897923100	31.137555285628200	fork	mono	cooled	n	y	y	n	y	n	y	n
658	2.037217359099790	590.4757491367830	0.20833753268622300	0.9563104537005100	21.53961060284680	12.66704831602350	fork	mono	cooled	n	y	n	y	y	y	n	y
659	3.001724241686410	264.0191722465880	0.21268670711842300	0.14272618193380900	18.634470502256000	29.509414583587900	fork	mono	cooled	y	y	y	y	n	y	y	y
660	3.5206489392061000	359.13478105655300	2.042483801171290	0.4145490715935140	24.19417193733720	27.003476514331800	fork	mono	cooled	n	n	y	y	y	y	y	n
661	6.583802458184550	208.21341324851400	2.5441382517064900	0.8562897569219510	12.046340093797300	21.83501889237250	theodolite	colored	cooled	n	y	n	y	n	y	y	y
662	8.746740370710860	37.692505433107	2.342034745095030	0.27521629713255600	17.012971334839300	12.02084068776320	fork	colored	cooled	y	n	y	y	y	y	y	y
663	1.5032369733484200	424.9321776883600	1.488405813045830	0.31463925195411700	9.967661839485330	20.64521017729930	german	mono	cooled	y	y	y	n	y	y	y	y
664	1.2244309608411200	151.91178406789700	1.3720076211462100	0.4424766489642940	21.961522174032900	33.08371249879280	theodolite	mono	cooled	y	y	y	y	y	y	y	n
665	8.667618111327980	66.7993035972662	2.0055027540804300	0.9939879655066520	22.56208219209960	17.849755971755500	german	mono	cooled	y	y	n	y	y	y	y	y
666	5.811482808887710	444.1505038531640	1.8856048189186200	0.20129409503313800	15.826947981263900	29.87326739522920	fork	mono	uncooled	y	y	y	n	y	y	y	y
667	3.87004262687469	299.57349534136300	1.4872717538174300	0.13971430512313800	19.054437565199800	34.95369574327260	fork	mono	cooled	n	y	n	y	y	y	y	y
668	5.756104425451220	141.85093852773100	2.088633851923140	0.14063382746258200	21.98166021064230	19.04955136902040	fork	colored	cooled	y	y	y	n	y	y	y	y
669	5.349021972542590	539.3600193467780	2.443580487296850	0.864348474809858	23.504398721618200	19.85849668395720	fork	colored	cooled	n	y	y	n	y	y	y	y
670	6.954391234726190	598.8872483534000	2.7488221814832600	0.5077665428495030	17.503638826510100	23.76059747440010	german	colored	uncooled	y	y	y	y	y	y	n	n
671	3.0924832587822500	550.0053263765440	1.9172060687803300	0.3085337662239000	10.86080381481820	16.96869008559710	theodolite	colored	cooled	n	y	y	n	n	y	n	y
672	5.409515279223420	310.6042117933430	0.9379586004535440	0.2821586085543910	16.40098610746630	27.835143448443200	fork	mono	cooled	y	y	y	y	y	y	y	y
673	4.7126009312375000	499.04127016907800	0.44460310253838000	0.49907118550293300	23.779580981364000	27.251512171614800	fork	mono	cooled	y	y	y	y	y	y	n	y
674	2.6786461504938000	305.71537789154800	2.431127288219740	0.5383324311740800	16.892940847323000	23.488423736320400	theodolite	colored	cooled	y	y	n	y	y	n	y	y
675	3.8296197445817800	84.60943941006350	0.9298802456641920	0.198341587683308	11.952277809414100	19.794541036197100	fork	mono	cooled	y	y	y	y	y	y	n	y
676	4.028476855837610	184.12817438969000	0.7634267780212470	0.33629847569506100	9.857856841421440	32.32603014386610	fork	mono	cooled	y	y	y	n	n	n	y	y
677	4.642162196727640	145.72812752689800	2.819950999164930	0.10450125664843200	23.211236206885900	23.54983979120120	fork	mono	cooled	y	y	y	y	n	n	y	y
678	1.3559027427506800	103.53464013029800	0.4777762731561820	0.5219481706690560	16.750745040884100	17.264015159203300	fork	colored	cooled	y	y	y	n	y	n	y	y
679	9.033137130760830	30.130260299283600	1.2989700781314700	0.31643571176043300	19.678155990956700	25.45727136152130	german	colored	cooled	y	n	y	y	y	n	y	y
680	9.995831561552150	526.9081922095050	2.9603008783588400	0.4117731603388150	24.529459320446100	33.86700477380720	fork	colored	cooled	y	y	y	n	y	y	y	y
681	0.33396544204555300	306.8428040033960	1.5398424475557700	0.12623619314717800	11.583833242688000	33.83248667720640	fork	mono	cooled	y	n	y	n	n	y	y	y
682	4.606216066955250	20.08746751358970	1.9406463913792700	0.9323302331802650	22.415724079027600	25.51848066501490	fork	mono	uncooled	y	y	y	y	n	y	y	y
683	9.351880783935200	63.824615714771900	1.9105219042945000	0.31472266409073200	8.468611884103060	27.785733192305200	german	colored	cooled	y	y	y	y	y	y	y	y
684	6.7633672063311000	563.8963629461110	1.7260807719418800	0.44079738052691100	22.069904226757100	31.15664950439720	theodolite	mono	cooled	y	y	y	y	y	y	y	y
685	3.4957834543087400	247.42031211109900	2.137992444279760	0.7896793740926550	12.597744230303700	25.003516702998200	german	mono	cooled	y	n	y	y	n	y	y	y
686	1.1248550570888700	504.66385037388900	1.6810822751506200	0.1503518166069130	9.888705812589170	27.66572837085290	theodolite	mono	uncooled	n	y	n	y	y	y	n	y
687	3.2704799415432000	85.19600097346810	1.4799437415702200	0.3390208400531150	10.846524284577400	28.163405846821800	german	mono	cooled	n	y	y	y	y	n	y	y
688	4.772122733787240	154.50747761952000	1.710636415906480	0.8244368141556380	24.622604879706000	22.727125732516600	fork	mono	cooled	y	n	y	n	y	y	y	n
689	8.667543242716930	190.3211745303220	1.499204686984800	0.19939878832587600	8.44738825727326	24.47895547091470	theodolite	mono	cooled	y	y	n	y	n	y	y	y
690	7.574080182817640	547.6395197502780	2.003517111457800	0.9467862478738810	15.265905562015300	26.359917851513800	fork	mono	cooled	y	y	y	y	y	n	y	y
691	0.9897057238675610	232.92017939861800	0.460075118500623	0.21053264217465400	9.742744655463490	12.625071790201000	theodolite	colored	cooled	n	y	y	y	y	y	n	y
692	4.898815359258510	447.2474328628330	2.240823479922590	0.12265141595188200	12.329638047520300	25.109385907236400	german	mono	cooled	y	y	y	y	y	y	y	y
693	9.382368754990630	271.5059254148650	2.806978202838620	0.2996841446845250	17.77369224297020	31.93931709648300	fork	mono	cooled	y	y	y	n	y	y	n	y
694	6.3083702274388700	439.18820991080600	2.1891435509202500	0.10383320734977000	17.962255804069600	22.50587258320550	fork	mono	cooled	y	n	y	y	y	n	y	y
695	8.995174016643790	510.64175534822500	2.8797311511853000	0.9605970118773530	18.839566411207300	27.237105488565200	theodolite	colored	cooled	y	y	n	y	y	y	y	y
696	6.5463955306469800	341.0252620363440	0.2096175738385070	0.21546903296152900	24.680892633926800	34.77320207379670	fork	mono	cooled	y	y	y	y	y	y	n	y
697	0.35668635533944300	458.68126289254600	1.9568655277740500	0.9545209608826240	18.22332241277380	25.344015106384300	fork	mono	cooled	y	n	y	n	y	y	n	n
698	7.395104653894920	497.7997772278590	1.97378685523841	0.9741562181743570	23.435581483842900	19.311948859311300	theodolite	colored	cooled	y	y	y	y	y	y	n	y
699	4.4329123203494500	334.8364839830210	1.590371956654600	0.24955550736462700	24.185571302240000	27.435542118809300	theodolite	colored	cooled	y	n	y	y	y	y	y	y
700	0.22115091568269100	356.2669859842260	2.2645405584554100	0.41763612202409900	16.69240989183440	24.93213083952460	fork	colored	cooled	y	y	y	n	y	y	y	y
701	4.705078491788530	540.7185095039540	0.8054165537420640	0.46576092981304300	23.88234306129340	32.62525462849840	german	mono	uncooled	y	y	y	y	y	y	y	y
702	9.9506249749634	402.14852481644400	1.0534741302456900	0.19994330813145600	22.688355949545700	29.04418288059530	fork	colored	uncooled	y	y	y	y	n	n	y	y
703	9.681969616644440	350.49486331363000	2.1417093262735700	0.7098707629476680	16.088340561124300	15.018875517850400	theodolite	mono	cooled	y	n	n	y	y	y	n	n
704	3.8029878476581100	308.3209419044930	2.7252753606719800	0.891737627604567	11.330195783065200	25.23844383986380	german	mono	cooled	y	y	y	y	y	y	n	y
705	0.8144477463680710	567.5372067959700	0.7973608167913480	0.9469419465555040	8.965112433192080	24.61819835000450	fork	mono	cooled	y	y	y	y	n	y	y	y
706	2.39940480628125	538.822327180185	0.8781702011242230	0.2845891924945110	21.69756403921050	28.854453091494800	fork	colored	cooled	y	n	y	y	y	y	y	y
707	7.826715945178520	487.81628246984100	1.006772001470700	0.13545345936814800	12.63800458269680	33.68891148404160	german	mono	cooled	y	n	y	y	n	y	y	y
708	9.970734614221980	581.3934892626340	2.715284693185190	0.31352229700916300	14.894578792110800	32.9249760971707	theodolite	mono	cooled	y	y	y	n	n	n	y	y
709	1.5462164072642500	559.2317658846170	2.2922857866613500	0.8290814471116070	19.371798284393900	25.88231845033530	fork	mono	cooled	y	y	n	y	y	y	y	n
