PID,title,project_type,description,aperture_upper_limit,aperture_lower_limit,FoV_upper_limit,FoV_lower_limit,pixel_scale_upper_limit,pixel_scale_lower_limit,mount_type,camera_type_colored_mono,camera_type_cooled_uncooled,Johnson_B,Johnson_V,Johnson_R,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z
192,Observe Exoplanets 59,regular,Observe Exoplanets 59 26 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,y,y,y,y
193,Observe Exoplanets 60,regular,Observe Exoplanets 60 97 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,y,n
194,Observe Exoplanets 61,transient,Observe Exoplanets 61 67 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,y,n,y,y,n
195,Observe Asteriods 15,regular,Observe Asteriods 15 76 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,n,y,y,y,y,y
196,Observe GRB 16,regular,Observe GRB 16 9 times,30,0,600,1,3,0.1,fork,colored,cooled,n,y,y,y,y,y,y,n
197,Observe Exoplanets 62,regular,Observe Exoplanets 62 17 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,y,y,y,y
198,Observe Supernova 42,target_of_opportunity,Observe Supernova 42 95 times,30,0,600,1,3,0.1,german,mono,cooled,n,y,y,y,y,y,y,y
199,Observe GRB 17,target_of_opportunity,Observe GRB 17 86 times,30,0,600,1,3,0.1,german,mono,cooled,y,n,n,y,y,y,y,y
200,Observe Galaxy 30,regular,Observe Galaxy 30 99 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,y,y,y,y,n,n
201,Observe GRB 18,regular,Observe GRB 18 96 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,n,y,y,y,y,y
202,Observe Star 26,regular,Observe Star 26 7 times,30,0,600,1,3,0.1,german,mono,cooled,y,n,y,y,n,y,y,y
203,Observe Exoplanets 63,regular,Observe Exoplanets 63 26 times,30,0,600,1,3,0.1,german,colored,uncooled,y,y,n,n,y,y,n,n
204,Observe Exoplanets 64,regular,Observe Exoplanets 64 41 times,30,0,600,1,3,0.1,german,mono,cooled,n,y,y,y,y,y,y,y
205,Observe Star 27,regular,Observe Star 27 30 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,y,y,y,n,y,y,y
206,Observe Exoplanets 65,transient,Observe Exoplanets 65 21 times,30,0,600,1,3,0.1,german,mono,cooled,n,y,y,y,y,y,y,n
207,Observe Exoplanets 66,transient,Observe Exoplanets 66 38 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,n,n,y,y,y,y,y
208,Observe Asteriods 16,regular,Observe Asteriods 16 97 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,n,n,y,y,y,y
209,Observe Star 28,regular,Observe Star 28 91 times,30,0,600,1,3,0.1,german,mono,cooled,y,n,y,y,y,y,y,y
210,Observe Galaxy 31,regular,Observe Galaxy 31 2 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,n,y,y,y,y
211,Observe Supernova 43,regular,Observe Supernova 43 94 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,n,y,n,y,y,y,n,y
212,Observe Galaxy 32,regular,Observe Galaxy 32 42 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,y,y,n,y,y,y
213,Observe Exoplanets 67,regular,Observe Exoplanets 67 74 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,y,n,y,y,y,y
214,Observe Comet 11,regular,Observe Comet 11 66 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,y
215,Observe Asteriods 17,regular,Observe Asteriods 17 67 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,n,n,y,y,y
216,Observe Supernova 44,regular,Observe Supernova 44 38 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,n,y,n,y,y
217,Observe GRB 19,regular,Observe GRB 19 17 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,n,y,y,y,y
218,Observe Exoplanets 68,regular,Observe Exoplanets 68 84 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,y,y,y,y,y,y,y
219,Observe Galaxy 33,regular,Observe Galaxy 33 10 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,n,y,n,y,n
220,Observe Supernova 45,regular,Observe Supernova 45 84 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,n,n
221,Observe Supernova 46,target_of_opportunity,Observe Supernova 46 23 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,n,y,y,y,y,n
222,Observe Comet 12,regular,Observe Comet 12 45 times,30,0,600,1,3,0.1,fork,colored,cooled,y,n,y,y,y,y,y,y
223,Observe Supernova 47,target_of_opportunity,Observe Supernova 47 20 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,n,n,y,y,y,y
224,Observe Supernova 48,regular,Observe Supernova 48 3 times,30,0,600,1,3,0.1,german,colored,cooled,n,y,y,y,y,y,y,y
225,Observe GRB 20,transient,Observe GRB 20 70 times,30,0,600,1,3,0.1,german,mono,cooled,n,y,y,y,y,y,y,n
226,Observe Star 29,regular,Observe Star 29 70 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,n,y,n,y,y
227,Observe Star 30,transient,Observe Star 30 3 times,30,0,600,1,3,0.1,german,mono,cooled,y,n,n,y,y,n,y,y
228,Observe Supernova 49,regular,Observe Supernova 49 34 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,n,y,y,n,y
229,Observe GRB 21,regular,Observe GRB 21 69 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,y,y,y,y,y,y,y
230,Observe Star 31,transient,Observe Star 31 93 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,y,y
231,Observe Exoplanets 69,regular,Observe Exoplanets 69 60 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,n,y,y
232,Observe Exoplanets 70,regular,Observe Exoplanets 70 40 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,y,y
233,Observe Galaxy 34,transient,Observe Galaxy 34 62 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,y
234,Observe Exoplanets 71,regular,Observe Exoplanets 71 29 times,30,0,600,1,3,0.1,theodolite,colored,uncooled,y,y,y,y,y,y,y,n
235,Observe Asteriods 18,target_of_opportunity,Observe Asteriods 18 0 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,n,y,y,y,y,y
236,Observe Exoplanets 72,regular,Observe Exoplanets 72 62 times,30,0,600,1,3,0.1,german,mono,cooled,y,n,y,n,n,n,y,y
237,Observe Supernova 50,regular,Observe Supernova 50 94 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,y,y,n,y,n
238,Observe Supernova 51,transient,Observe Supernova 51 37 times,30,0,600,1,3,0.1,german,colored,uncooled,y,y,y,y,y,y,y,y
239,Observe Asteriods 19,regular,Observe Asteriods 19 73 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,n,y,y,y,y,y,y
240,Observe GRB 22,regular,Observe GRB 22 45 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,y,y
241,Observe Galaxy 35,regular,Observe Galaxy 35 21 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,y,y,y,y
242,Observe Exoplanets 73,regular,Observe Exoplanets 73 73 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,y,y,y,y,n
243,Observe Comet 13,regular,Observe Comet 13 98 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,n,y,y,y,y,y,y
244,Observe Exoplanets 74,regular,Observe Exoplanets 74 85 times,30,0,600,1,3,0.1,fork,mono,cooled,n,n,y,y,n,y,y,y
245,Observe Supernova 52,transient,Observe Supernova 52 3 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,n,y,y,y,y,y,y
246,Observe Comet 14,regular,Observe Comet 14 55 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,n,n
247,Observe Galaxy 36,transient,Observe Galaxy 36 95 times,30,0,600,1,3,0.1,theodolite,colored,cooled,n,y,y,y,y,y,y,y
248,Observe Exoplanets 75,transient,Observe Exoplanets 75 28 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,y,y
249,Observe Galaxy 37,transient,Observe Galaxy 37 22 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,y,y
250,Observe Supernova 53,regular,Observe Supernova 53 56 times,30,0,600,1,3,0.1,german,colored,uncooled,y,y,y,y,y,n,y,y
251,Observe Exoplanets 76,regular,Observe Exoplanets 76 55 times,30,0,600,1,3,0.1,german,mono,cooled,y,n,y,y,y,y,n,y
252,Observe Asteriods 20,transient,Observe Asteriods 20 81 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,n,n,n,n
253,Observe Supernova 54,regular,Observe Supernova 54 83 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,y,n,y,y
254,Observe Exoplanets 77,transient,Observe Exoplanets 77 10 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,y,y,y,y,y,n
255,Observe Exoplanets 78,regular,Observe Exoplanets 78 66 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,y,y
256,Observe GRB 23,regular,Observe GRB 23 76 times,30,0,600,1,3,0.1,german,colored,cooled,n,y,y,y,y,y,y,y
257,Observe Exoplanets 79,target_of_opportunity,Observe Exoplanets 79 55 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,n,n,y,n,y
258,Observe Star 32,regular,Observe Star 32 48 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,n,y,y,n,n,y
259,Observe Exoplanets 80,regular,Observe Exoplanets 80 43 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,y,n,y,y,y,y
260,Observe Supernova 55,regular,Observe Supernova 55 93 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,n,y,y,y,n
261,Observe GRB 24,regular,Observe GRB 24 44 times,30,0,600,1,3,0.1,theodolite,colored,uncooled,y,y,y,n,y,y,y,y
262,Observe Star 33,regular,Observe Star 33 94 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,n,y,y,y,n
263,Observe Exoplanets 81,regular,Observe Exoplanets 81 56 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,y,y,n,y
264,Observe Exoplanets 82,regular,Observe Exoplanets 82 63 times,30,0,600,1,3,0.1,fork,colored,cooled,n,y,y,y,y,y,y,y
265,Observe Exoplanets 83,target_of_opportunity,Observe Exoplanets 83 77 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,y,y,y,n
266,Observe Exoplanets 84,regular,Observe Exoplanets 84 17 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,y,y
267,Observe Exoplanets 85,transient,Observe Exoplanets 85 18 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,n,y,y,y,y,y
268,Observe Exoplanets 86,regular,Observe Exoplanets 86 98 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,n,y,y,y,n,y
269,Observe Exoplanets 87,regular,Observe Exoplanets 87 65 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,y,y,y,y,y,y
270,Observe Supernova 56,regular,Observe Supernova 56 35 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,n,y,y,y,n,y,y
271,Observe Asteriods 21,regular,Observe Asteriods 21 63 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,y
272,Observe Supernova 57,regular,Observe Supernova 57 54 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,y,y,y,y
273,Observe GRB 25,regular,Observe GRB 25 90 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,n,y,y,y,n,y,y
274,Observe Supernova 58,regular,Observe Supernova 58 63 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,n,y,n,n,y
275,Observe Exoplanets 88,regular,Observe Exoplanets 88 72 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,n,y,n,y,n
276,Observe Supernova 59,regular,Observe Supernova 59 98 times,30,0,600,1,3,0.1,german,colored,uncooled,n,y,y,y,y,y,y,y
277,Observe Exoplanets 89,transient,Observe Exoplanets 89 88 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,y,y
278,Observe Star 34,regular,Observe Star 34 65 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,n,n,y,n,y
279,Observe Star 35,regular,Observe Star 35 44 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,y,y
280,Observe GRB 26,regular,Observe GRB 26 48 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,y,y,y,y,y,y,y
281,Observe GRB 27,regular,Observe GRB 27 48 times,30,0,600,1,3,0.1,fork,colored,cooled,n,y,y,y,y,y,n,y
282,Observe Exoplanets 90,regular,Observe Exoplanets 90 20 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,n,y,n,n,y
283,Observe Galaxy 38,regular,Observe Galaxy 38 61 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,y,y,n,y,y,y
284,Observe Exoplanets 91,target_of_opportunity,Observe Exoplanets 91 86 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,n,y,y,n,y
285,Observe Exoplanets 92,regular,Observe Exoplanets 92 87 times,30,0,600,1,3,0.1,german,colored,uncooled,y,y,y,y,y,y,n,y
286,Observe Exoplanets 93,regular,Observe Exoplanets 93 91 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,n,y,y,y,y
287,Observe Star 36,regular,Observe Star 36 19 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,n,y,y,y,y,y
288,Observe Supernova 60,target_of_opportunity,Observe Supernova 60 49 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,y,y
289,Observe Star 37,regular,Observe Star 37 97 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,y
290,Observe Supernova 61,regular,Observe Supernova 61 25 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,n,y,y
291,Observe Comet 15,regular,Observe Comet 15 59 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,y
292,Observe Exoplanets 94,regular,Observe Exoplanets 94 8 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,n,y
293,Observe Exoplanets 95,regular,Observe Exoplanets 95 25 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,y,y
294,Observe Exoplanets 96,regular,Observe Exoplanets 96 12 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,n,y,y,y,y,y,y
295,Observe Galaxy 39,regular,Observe Galaxy 39 13 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,y,y,y,y,y
296,Observe Supernova 62,regular,Observe Supernova 62 82 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,n,y,y,y,y
297,Observe Exoplanets 97,regular,Observe Exoplanets 97 63 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,y,n,y,n,n,n,y
298,Observe Supernova 63,transient,Observe Supernova 63 31 times,30,0,600,1,3,0.1,german,mono,cooled,y,n,y,y,y,y,n,y
299,Observe Exoplanets 98,regular,Observe Exoplanets 98 29 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,n,y,y,n,y,n
300,Observe GRB 28,regular,Observe GRB 28 66 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,y,y
301,Observe Exoplanets 99,regular,Observe Exoplanets 99 26 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,y,y,y,y
302,Observe Star 38,target_of_opportunity,Observe Star 38 74 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,n,y,y,y
303,Observe Galaxy 40,regular,Observe Galaxy 40 82 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,n,n,y,y
304,Observe Supernova 64,target_of_opportunity,Observe Supernova 64 35 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,n,y
305,Observe Star 39,regular,Observe Star 39 37 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,n,y,n,y
306,Observe GRB 29,regular,Observe GRB 29 49 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,n,n,y,y,y,n
307,Observe Galaxy 41,regular,Observe Galaxy 41 1 times,30,0,600,1,3,0.1,german,mono,uncooled,n,n,y,y,y,y,y,y
308,Observe Exoplanets 100,regular,Observe Exoplanets 100 95 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,y
309,Observe Supernova 65,regular,Observe Supernova 65 58 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,n,n,n,y,y
310,Observe Galaxy 42,regular,Observe Galaxy 42 72 times,30,0,600,1,3,0.1,german,mono,cooled,n,y,y,n,y,y,y,y
311,Observe Exoplanets 101,regular,Observe Exoplanets 101 67 times,30,0,600,1,3,0.1,german,colored,uncooled,y,y,y,y,y,y,y,y
312,Observe Exoplanets 102,regular,Observe Exoplanets 102 79 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,y,y
313,Observe GRB 30,regular,Observe GRB 30 99 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,n,y,y
314,Observe Galaxy 43,regular,Observe Galaxy 43 25 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,n,y,y,y,y
315,Observe Supernova 66,regular,Observe Supernova 66 77 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,y,y,y,n
316,Observe Exoplanets 103,regular,Observe Exoplanets 103 34 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,n,y,y
317,Observe Exoplanets 104,regular,Observe Exoplanets 104 0 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,n,n,y,y,n,y,y
318,Observe Exoplanets 105,regular,Observe Exoplanets 105 74 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,y,y,y,y
319,Observe Supernova 67,regular,Observe Supernova 67 8 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,y,y
320,Observe Asteriods 22,regular,Observe Asteriods 22 41 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,y,n,y,n,y,y,y
321,Observe Exoplanets 106,regular,Observe Exoplanets 106 79 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,y,y,y,y,y,y,y
322,Observe Exoplanets 107,regular,Observe Exoplanets 107 8 times,30,0,600,1,3,0.1,german,mono,uncooled,n,y,y,y,y,y,y,y
323,Observe Galaxy 44,regular,Observe Galaxy 44 60 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,n,y,y,y,y,n,y,y
324,Observe Exoplanets 108,regular,Observe Exoplanets 108 63 times,30,0,600,1,3,0.1,theodolite,colored,uncooled,y,y,n,y,y,y,y,n
325,Observe Galaxy 45,target_of_opportunity,Observe Galaxy 45 75 times,30,0,600,1,3,0.1,german,colored,uncooled,y,y,y,y,y,y,y,n
326,Observe Exoplanets 109,target_of_opportunity,Observe Exoplanets 109 22 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,y,y,y,y
327,Observe Supernova 68,regular,Observe Supernova 68 78 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,n,y,y,y,y
328,Observe Exoplanets 110,target_of_opportunity,Observe Exoplanets 110 67 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,y,y,y,y
329,Observe GRB 31,regular,Observe GRB 31 10 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,y,y
330,Observe Supernova 69,regular,Observe Supernova 69 12 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,y,y,n,y
331,Observe Supernova 70,regular,Observe Supernova 70 58 times,30,0,600,1,3,0.1,german,mono,cooled,n,y,n,y,y,y,y,y
332,Observe Exoplanets 111,regular,Observe Exoplanets 111 60 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,n,y,y,n,y,y
333,Observe Supernova 71,regular,Observe Supernova 71 12 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,y,n,y,y,n
334,Observe Star 40,regular,Observe Star 40 1 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,y,y
335,Observe Exoplanets 112,target_of_opportunity,Observe Exoplanets 112 98 times,30,0,600,1,3,0.1,german,mono,cooled,y,n,n,y,y,y,y,n
336,Observe Exoplanets 113,transient,Observe Exoplanets 113 95 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,n,y,y,n,y,y,y
337,Observe Exoplanets 114,regular,Observe Exoplanets 114 22 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,n,y,y,y,y,y,y
338,Observe Star 41,transient,Observe Star 41 51 times,30,0,600,1,3,0.1,fork,colored,uncooled,n,y,y,n,y,y,n,y
339,Observe Galaxy 46,regular,Observe Galaxy 46 90 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,y,y,y,y,y,n,n
340,Observe Supernova 72,regular,Observe Supernova 72 18 times,30,0,600,1,3,0.1,german,mono,uncooled,y,n,n,y,y,y,y,y
341,Observe Galaxy 47,regular,Observe Galaxy 47 19 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,y,y,y,y
342,Observe Galaxy 48,regular,Observe Galaxy 48 24 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,y,y,n,y,n
343,Observe Exoplanets 115,regular,Observe Exoplanets 115 72 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,n,n,y,y,y,y
344,Observe Galaxy 49,transient,Observe Galaxy 49 31 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,n,n,y,y,y
345,Observe Galaxy 50,transient,Observe Galaxy 50 98 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,n,y,y,n,n,y
346,Observe Asteriods 23,regular,Observe Asteriods 23 67 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,n,y,y,y
347,Observe Supernova 73,regular,Observe Supernova 73 32 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,y,y
348,Observe GRB 32,regular,Observe GRB 32 23 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,y,y
349,Observe Supernova 74,regular,Observe Supernova 74 5 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,n,y,y,y,y,y
350,Observe Exoplanets 116,target_of_opportunity,Observe Exoplanets 116 77 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,n,n
351,Observe Asteriods 24,regular,Observe Asteriods 24 32 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,n,y,y,y,n,n
352,Observe Exoplanets 117,target_of_opportunity,Observe Exoplanets 117 5 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,n,y,y
353,Observe Star 42,regular,Observe Star 42 43 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,y,y,y,n
354,Observe Star 43,regular,Observe Star 43 35 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,n,y,y,n
355,Observe Galaxy 51,regular,Observe Galaxy 51 16 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,n,y,y,y,y,y
356,Observe Star 44,regular,Observe Star 44 57 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,n,n,y,y,y,y,y
357,Observe Galaxy 52,regular,Observe Galaxy 52 50 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,y,y,y,y,y,y
358,Observe Exoplanets 118,transient,Observe Exoplanets 118 90 times,30,0,600,1,3,0.1,fork,colored,cooled,n,y,n,y,y,y,y,n
359,Observe Star 45,transient,Observe Star 45 73 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,n,y,y,y,y
360,Observe Exoplanets 119,transient,Observe Exoplanets 119 70 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,n,y,y,y,y,y,n
361,Observe Comet 16,regular,Observe Comet 16 46 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,y,y,y,y
362,Observe Supernova 75,regular,Observe Supernova 75 47 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,y,y
363,Observe Star 46,regular,Observe Star 46 57 times,30,0,600,1,3,0.1,german,colored,uncooled,y,y,n,y,y,n,y,n
364,Observe Asteriods 25,regular,Observe Asteriods 25 19 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,y,y,y,n,y,y
365,Observe Exoplanets 120,transient,Observe Exoplanets 120 18 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,y,n,y,y,y,y,n
366,Observe Star 47,regular,Observe Star 47 10 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,y,n,n,y
367,Observe Exoplanets 121,regular,Observe Exoplanets 121 92 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,y,y,y,y,y,y,n
368,Observe GRB 33,regular,Observe GRB 33 94 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,y,y,y,n,y,y
369,Observe Galaxy 53,transient,Observe Galaxy 53 36 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,y,y,y,n,y
370,Observe Star 48,regular,Observe Star 48 52 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,y,y,n,n,y,y
371,Observe Supernova 76,regular,Observe Supernova 76 30 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,y,y,y,y
372,Observe Galaxy 54,regular,Observe Galaxy 54 5 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,n,y,y,n,y,n
373,Observe Exoplanets 122,regular,Observe Exoplanets 122 18 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,y,y
374,Observe Star 49,regular,Observe Star 49 58 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,y
375,Observe Supernova 77,regular,Observe Supernova 77 58 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,y,y
376,Observe Supernova 78,regular,Observe Supernova 78 11 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,n,y
377,Observe Supernova 79,regular,Observe Supernova 79 80 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,y,y,y,y
378,Observe Comet 17,regular,Observe Comet 17 39 times,30,0,600,1,3,0.1,fork,colored,cooled,n,y,n,y,y,y,y,y
379,Observe Star 50,target_of_opportunity,Observe Star 50 30 times,30,0,600,1,3,0.1,german,mono,uncooled,n,y,y,n,y,y,y,y
380,Observe Galaxy 55,regular,Observe Galaxy 55 49 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,y,y,y,y,y,y,y
381,Observe Supernova 80,transient,Observe Supernova 80 2 times,30,0,600,1,3,0.1,theodolite,colored,cooled,n,y,y,y,y,y,y,y
382,Observe Galaxy 56,regular,Observe Galaxy 56 45 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,y,y
383,Observe Supernova 81,regular,Observe Supernova 81 64 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,n,y,y,n,y,n,n,n
384,Observe Exoplanets 123,regular,Observe Exoplanets 123 67 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,n,y,n,y,n
385,Observe Supernova 82,regular,Observe Supernova 82 92 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,n,y,y,y,y
