UID	EID	site	longitude	latitude	altitude	time_zone	daylight_saving	water_vapor	light_pollution(m/sas)
191	1759	Notre Dame University-Louaiz Observatory	2.9716103327962737	50.306652336191895	3603.5970668613013	UTC+0	n	8.690159058139084	17.32398705479151
191	1572	Yangbajing International Cosmic Ray Observatory	98.37045203038514	50.18286190920782	3925.529651572584	UTC+6	n	7.349793018682824	22.427011792125587
192	1531	Atacama Cosmology Telescope	-139.0642064188063	10.008878540913912	969.5781936031407	UTC-9	n	7.904906932056389	23.49318252015337
192	709	Llano del Hato National Astronomical Observatory	-177.10492677822216	-36.708370284036214	4254.331306572195	UTC-11	n	2.073812972898069	23.54247253578439
193	1863	Shiquanhe Observatory 	127.66496596955109	-29.907310600389838	4366.554529219778	UTC+8	n	9.937679876632163	15.471767996887381
193	997	Shiquanhe Observatory 	-79.93825525363279	69.75103128519959	1724.7366595321396	UTC-5	n	5.397738858891596	22.722379273479838
193	1345	Concordia Station	101.35718337968471	78.49301713856539	3294.581963261266	UTC+6	n	1.1912051671372326	15.465743970645494
194	1546	Large Millimeter Telescope	-23.407287667099926	-13.89675135794019	441.0443166024983	UTC-1	n	8.744873908552833	17.058725009528597
195	124	Llano de Chajnantor Observatory	19.74413809606105	76.54498428575012	2712.428865968106	UTC+1	n	8.88534146651284	18.35041690302304
196	758	Notre Dame University-Louaiz Observatory	32.79247403416275	29.531978470299464	3897.7524271212123	UTC+2	n	6.044216703014219	18.95872793487289
197	754	Gornergrat Observatory	104.1042994180203	-4.262555588209807	420.73126427730483	UTC+6	n	3.2081943258953807	17.171671422463355
198	1394	Very Long Baseline Array	-39.36651376153151	51.21129504576086	1791.4062905169192	UTC-2	n	2.931235011809732	20.734421442071152
198	525	Notre Dame University-Louaiz Observatory	177.59497184025452	-70.35151649414017	1444.7636126938407	UTC+11	n	3.5133196097950314	16.416540089886
198	1869	Large Latin American Millimeter Array	136.8025569719349	24.225584747411233	1206.677049978496	UTC+9	n	4.2554778304414365	24.373861099324685
199	1693	Receiver Lab Telescope	-72.82135600662673	-0.785214581057943	3058.1666586459532	UTC-4	n	0.79972779225292	23.183962226853343
199	930	Mount Graham International Observatory	170.45733242201453	-29.01439793614145	4250.6737226498435	UTC+11	n	0.34321485740020696	17.444253114943134
200	1183	Large Millimeter Telescope	-119.26203048873909	24.79353861976563	3065.336026711647	UTC-7	y	0.2406708044184103	20.161653562035887
200	1439	Meyer-Womble Observatory	-62.808499733849104	35.94073821368969	4978.893144816168	UTC-4	n	7.371230316566153	16.832439105797437
200	1955	Llano de Chajnantor Observatory	-169.53629633181663	-78.9372459776038	5014.161244788596	UTC-11	y	5.66396007704976	19.280973113635053
201	1741	James Ax Observatory	-33.09098089330769	-40.972453098023664	4862.1772909105375	UTC-2	n	2.9916934382210285	16.614810468045434
201	661	Yangbajing International Cosmic Ray Observatory	-173.05808033963189	-55.34943647800618	1889.9499123387134	UTC-11	n	5.588744059622296	15.660253061347928
201	1900	Plateau Observatory	-150.46243086571013	45.359671766535406	3818.5052186513453	UTC-10	n	4.462695811060099	20.04136516468328
203	1960	Mauna Kea Observatory	-92.72473673785454	-18.309084320584162	1737.2481665601356	UTC-6	n	2.228745354215481	22.832674832670456
203	1026	Haleakala Observatory	-2.0769195241968816	16.88866296532774	4104.859402301519	UTC+0	n	8.782726276285537	19.70401900056988
204	1113	Concordia Station	12.285274181765828	68.85224767938843	1016.5246145416443	UTC+0	y	6.426216800847637	20.46618305852552
204	1807	Notre Dame University-Louaiz Observatory	96.81890553826142	-7.2850696773791555	2228.126340526962	UTC+6	n	4.125530996807626	16.83495912428075
204	170	Meyer-Womble Observatory	-23.348414023982254	57.818804659740884	515.3013608647295	UTC-1	n	6.3261701090767195	19.16828035242174
205	597	Gornergrat Observatory	-177.36794539864238	-4.51856926120287	3033.961109286561	UTC-11	n	9.326534570259732	18.006865585954014
205	1589	Peak Terskol Observatory	-10.545515457244335	-48.533334529850094	793.10470360245	UTC+0	n	8.672777462500331	17.58600595784359
205	534	Mount Graham International Observatory	-18.73012981487645	58.5712921525269	3838.0763560764585	UTC-1	y	1.427943901652855	20.132795330127227
206	1724	Mauna Kea Observatory	120.30897695466899	-25.07670914375707	3474.2094754972773	UTC+8	n	1.518386803804469	20.45520098040771
206	847	Atacama Cosmology Telescope	61.632585628399575	-13.296950890604293	236.99707773159173	UTC+4	n	1.5802831163029474	21.12081325008827
206	1867	Mauna Kea Observatory	-100.22855321330064	-71.4633929753203	3269.8201063701813	UTC-6	n	9.983905840503109	19.485230290801862
207	1503	Large Latin American Millimeter Array	-44.71817134753882	73.54642795766406	1787.3982531234965	UTC-2	n	7.092156052948082	16.740911861814034
208	482	Barcroft Observatory	-22.46268636419336	-72.27445059381324	950.8445560974018	UTC-1	n	9.736354983023931	24.973684687880827
209	914	Iranian National Observatory	-125.06371359829723	77.39155204870934	506.41284778613283	UTC-8	n	3.6998804930763867	20.50007848866753
209	46	Notre Dame University-Louaiz Observatory	-14.244696744196801	72.73221237312694	4803.895882461584	UTC+0	n	3.6611487878145534	18.298845082873388
209	37	Large Millimeter Telescope	38.114068195317365	-23.32154841292027	1547.0624396897174	UTC+2	n	3.9460966139751648	17.52001982488283
210	1824	Mauna Kea Observatory	95.7389711268338	34.417427399216905	4231.824588003889	UTC+6	y	0.3730242392023786	23.643663168591342
210	774	Iranian National Observatory	34.3071501242747	36.61556836788159	3207.7979132542932	UTC+2	n	5.702932928548358	17.873241327703084
210	1178	Magdalena Ridge Observatory	1.0393463888666474	-66.78563158031801	4191.467151095806	UTC+0	n	4.693802196424493	16.618907597572903
211	336	Haleakala Observatory	140.09308048416125	42.074678497048204	4678.74805873998	UTC+9	n	8.387920991514125	19.4140463110357
211	246	European Extremely Large Telescope	179.5159834010072	-56.367893943229554	2638.106476289471	UTC+11	n	3.276100665794698	16.145901351612338
212	1808	Plateau Observatory	-51.55848362910788	1.0130343474228027	4502.6361566383885	UTC-3	n	6.2502803353436445	17.43478464731565
212	1859	Peak Terskol Observatory	-129.00733318357987	11.873503883447313	2400.172635234752	UTC-8	n	8.426226423035097	21.737747063043113
213	1623	Indian Astronomical Observatory	139.56767573257056	-19.16876808723524	3462.0824255051666	UTC+9	n	2.8120043345851253	16.573907623585004
213	1314	Haleakala Observatory	87.22214402773392	34.15153465343508	4425.833151255686	UTC+5	n	8.726598043050599	17.349045404590544
214	392	Indian Astronomical Observatory	70.53044260937548	-78.74399684533125	1951.798935069077	UTC+4	n	5.550253768369948	17.92635831371448
215	883	Sphinx Observatory	-71.86496190306941	37.623083496016676	3771.097092616679	UTC-4	y	1.7672232942282196	19.93210244933068
215	740	Indian Astronomical Observatory	90.65999941677916	32.07274599624712	319.5415549356542	UTC+6	n	8.792647658661043	20.020223110464254
215	1060	Mauna Kea Observatory	63.71925997049297	68.11897635063501	4088.148973348501	UTC+4	n	5.218141072477983	21.778844196425165
216	1555	Llano de Chajnantor Observatory	143.89328838765292	36.3744252668141	1388.3518903639654	UTC+9	n	2.135788830373182	16.15710591492715
216	1884	Llano del Hato National Astronomical Observatory	-139.48853832613085	78.46496920615418	5069.144117999857	UTC-9	n	2.232268629855449	17.846674797538444
217	1363	Notre Dame University-Louaiz Observatory	44.7644182700879	-48.19865657901281	3297.5332525264203	UTC+2	n	3.840206941480254	23.130352364647962
217	322	Plateau Observatory	-62.131903857683646	62.759512225562865	986.7512940244438	UTC-4	n	0.6092646973174243	16.461180285448055
218	784	Peak Terskol Observatory	-178.455241873657	-53.82580579887965	4346.096191847528	UTC-11	y	2.694648155077247	16.012770237150313
218	1306	Mauna Kea Observatory	-111.22454267985263	-51.870955198132755	908.6650029138896	UTC-7	n	4.088990883335276	21.52004753012185
219	1946	Large Millimeter Telescope	108.7664604054832	44.872330886458656	1288.186971063026	UTC+7	n	7.732526726186617	18.233177972792724
219	127	Meyer-Womble Observatory	-25.17752534791248	-25.892760663840107	4455.055673376784	UTC-1	n	8.536000365200149	15.214322877491918
219	318	Mauna Loa Observatory	11.69192972036072	28.35730341420684	3258.755752470649	UTC+0	n	9.243214808871123	22.03779189942635
220	248	Plateau Observatory	-75.69124716205731	67.5877226049497	487.29024585651473	UTC-5	y	7.3342070928124725	18.65069292077634
220	919	Llano de Chajnantor Observatory	34.235433825401266	-74.95955371665497	2970.2156668510293	UTC+2	n	5.052938301759783	23.206635102161822
220	1499	Meyer-Womble Observatory	9.78619165491483	-67.18474456237253	4036.268627954865	UTC+0	n	0.9358985520528452	15.214373870581607
221	183	Mauna Kea Observatory	15.893516085079312	-45.54245832173541	2699.301814398923	UTC+1	n	0.3004505697724924	19.276000368940228
222	1580	Mauna Kea Observatory	57.21946887970231	-14.792724422209954	2833.267769939332	UTC+3	n	2.7284616031564695	22.33916158893372
223	922	Haleakala Observatory	-41.30393799472478	-10.591757160156448	4692.665241698295	UTC-2	n	9.683301522095645	19.582961316398148
223	1012	Llano del Hato National Astronomical Observatory	172.6751400338698	-51.27510599541273	3149.8718018112922	UTC+11	y	9.05007661805781	23.159794977829808
223	164	Yangbajing International Cosmic Ray Observatory	-132.1786219734845	3.720499558808712	2506.2896715053907	UTC-8	n	4.805261581472679	22.361762126615616
223	147	Receiver Lab Telescope	-127.64442422300394	-49.00871718013647	5120.0760408373	UTC-8	n	1.5754887881458657	16.92254355897088
223	1053	Chacaltaya Astrophysical Observatory	67.55959925464046	-30.016753801331358	1099.0948951561816	UTC+4	n	9.234325708360316	23.603011069264728
224	877	Peak Terskol Observatory	141.8611795281251	26.450791806408464	931.9129582173924	UTC+9	n	8.877575036085455	20.79249394592111
225	1978	Notre Dame University-Louaiz Observatory	-104.44921248477536	-45.98684456803554	697.0631006438499	UTC-6	n	1.224666538871377	18.780184493824894
225	572	Concordia Station	-0.3679805897618849	-22.03049147893337	3249.7781992386763	UTC+0	n	2.9073222805494625	16.684706465983428
225	691	Chacaltaya Astrophysical Observatory	117.57923511554328	-39.99262143114477	1468.7893905695214	UTC+7	n	9.567985720903971	15.395841913087864
225	262	Meyer-Womble Observatory	43.54363496555442	-18.829691375732335	907.8244274112919	UTC+2	n	4.222187314232868	20.18071012685485
226	1460	Barcroft Observatory	112.2618944372058	-4.714615978079991	608.9597124199362	UTC+7	y	3.8454667690909448	22.018541722919196
226	1898	Llano de Chajnantor Observatory	-42.8737197892865	75.03704239871466	507.90747254553145	UTC-2	n	6.7059416682171165	19.30374788853303
227	1391	European Extremely Large Telescope	146.09065925048736	60.4261975987635	1888.9287916898527	UTC+9	y	1.1638649609345821	21.335531617294468
227	1552	Llano de Chajnantor Observatory	-17.663823479323696	-58.757327195138856	539.2128849393113	UTC-1	n	7.678902081566755	15.842390622947084
228	1965	Very Long Baseline Array	-158.64142730702812	-58.99276720520203	4951.619796796046	UTC-10	n	2.7927146976055885	19.08072648146268
228	899	Receiver Lab Telescope	-0.303226772443054	43.75040051034364	876.6643321620503	UTC+0	n	0.3462916109377168	21.38299192747648
229	984	Llano de Chajnantor Observatory	-149.83459065649268	18.654654363880013	1869.0120839747565	UTC-9	n	2.5369811462264624	23.87721535809153
229	1656	Mount Graham International Observatory	-148.8625382925213	-19.4959918871119	3147.9924960182784	UTC-9	n	2.0623147311821777	24.073440581507725
230	440	Iranian National Observatory	-16.146782293976088	62.48887710403452	2252.9360499337727	UTC-1	n	1.2364205488307156	18.319480347083424
230	128	High Altitude Water Cherenkov Gamma-Ray Observatory	-167.2219391766954	-6.426197580793228	2345.3281273788016	UTC-11	n	9.713500107903405	23.001251510336147
230	1711	Yangbajing International Cosmic Ray Observatory	142.75650171109962	65.86088178779423	0.5315647197209561	UTC+9	n	9.859363273680957	23.41757759142549
230	289	Meyer-Womble Observatory	-30.430070092081927	-16.78779683734446	3262.6337140952305	UTC-2	n	1.4774677703292072	19.63068294558604
231	1146	Gornergrat Observatory	146.10533120199997	-58.505049183539036	4296.922290522384	UTC+9	n	7.067433631577695	22.739214126746965
231	1755	Gornergrat Observatory	-35.13502501970228	64.66284629737751	3898.7031822594427	UTC-2	n	7.640241713550877	24.18715334544863
231	890	James Ax Observatory	157.64090918678787	7.718157615503799	2560.6594075646626	UTC+10	n	6.578444569738593	16.844224029337184
232	713	Llano del Hato National Astronomical Observatory	-19.814441380551187	-64.13176732201727	138.489634260086	UTC-1	n	3.4152993904586726	22.665128631471767
234	545	Yangbajing International Cosmic Ray Observatory	-11.412393287482756	59.298882748877475	3537.3244276861083	UTC+0	n	1.1228544354241308	19.333083055752255
234	1959	Indian Astronomical Observatory	169.01899873206918	73.9882740186179	412.3396461476975	UTC+11	y	3.8025816505407266	16.243777345372454
234	155	James Ax Observatory	-124.54353988090536	36.86086772756752	2490.323887289181	UTC-8	n	1.9661687325629675	17.374849858419214
234	1424	Iranian National Observatory	99.1024322168239	3.074495877288541	2257.1814460453493	UTC+6	y	1.4384065585296957	24.235786125907826
235	132	Mount Graham International Observatory	145.89787086178836	51.05049099243493	3022.245392574036	UTC+9	n	7.502621267864277	19.622179619698464
235	1025	Gornergrat Observatory	-64.04406707713807	77.39062538432691	2783.215875250281	UTC-4	n	2.777700636505239	21.34516372750317
236	101	Gornergrat Observatory	9.64386840543682	-18.914258847921005	3770.0435390542207	UTC+0	n	9.151371287437236	18.096627589411963
237	313	Very Long Baseline Array	-79.09282388189365	-51.093973122326155	4522.102441577099	UTC-5	n	8.128554121108229	15.039504331923164
237	817	Sphinx Observatory	45.32683564307726	-70.95581543716841	103.0093289012947	UTC+3	n	0.0006269186788709912	16.963787600423277
237	1897	Magdalena Ridge Observatory	-133.208436381058	78.75790712711296	673.8335049051055	UTC-8	n	3.8098141828621253	22.29254767431337
238	485	Plateau Observatory	-172.50786562981918	20.281530163930825	1875.9882672751032	UTC-11	n	1.6094887657784052	16.214132979675597
238	1288	Barcroft Observatory	-151.7314951753234	-65.41442592936403	2853.303555067323	UTC-10	n	8.838203648146226	18.263616879771238
238	1123	Plateau Observatory	173.02440147684032	46.746173624039194	5105.039718063915	UTC+11	n	8.384148100855246	23.138164603549647
240	73	High Altitude Water Cherenkov Gamma-Ray Observatory	-92.06886230527071	33.456796751348875	4738.918526423885	UTC-6	n	8.59844948392745	21.510174520646682
240	107	High Altitude Water Cherenkov Gamma-Ray Observatory	-178.38488832022065	-30.700003226576772	4392.5098001744045	UTC-11	n	6.699573274874148	21.317838152245095
240	870	Llano del Hato National Astronomical Observatory	-142.81165441679354	-78.22527086158988	1526.3916008217984	UTC-9	n	7.192974341478903	24.126630682005054
241	717	Shiquanhe Observatory 	42.335891928862736	-54.35555023029542	573.1704157812537	UTC+2	n	8.958423744933587	16.382923351043697
241	927	Concordia Station	129.56518155392934	4.743502819470407	628.7319918045297	UTC+8	n	9.171568595561432	24.033680006282268
242	1716	Large Latin American Millimeter Array	-109.14827688338222	-61.5621001468969	5126.889021598766	UTC-7	n	3.6767904072473536	18.72335483034683
242	1969	Magdalena Ridge Observatory	53.88090426428882	53.934184543930165	3779.8557840637072	UTC+3	n	1.1333257116732642	24.63410115386156
243	1109	Concordia Station	109.76810401734913	-14.203152424035904	4572.393156016072	UTC+7	n	0.08932798482152116	16.323952711639322
243	1360	European Extremely Large Telescope	5.901532974360207	39.01646714903049	369.0654804245587	UTC+0	n	3.3986013109108035	16.845448221473074
244	1602	Sphinx Observatory	125.88448666614609	57.334534925209034	1716.2004327868347	UTC+8	n	9.654888889475686	17.941765060359014
244	41	Llano del Hato National Astronomical Observatory	-35.41504657754754	-28.12991034698803	1578.081981922765	UTC-2	n	3.7455720217869284	22.50617250106951
245	1871	Llano de Chajnantor Observatory	-62.48117361574563	-24.438043459258356	1965.7309741408872	UTC-4	n	4.444602058357011	18.181678143409968
245	1299	Very Long Baseline Array	152.58903090404056	-34.10668565925995	1726.5897585433631	UTC+10	n	0.3620983968340086	23.06997272432148
245	493	Haleakala Observatory	133.91211044639545	39.4832113240779	3069.162857378715	UTC+8	n	0.3705626886589075	19.838528111742423
245	977	Iranian National Observatory	-99.52393640320815	45.72719813914775	1311.0149134536791	UTC-6	n	2.364235297234858	20.92113551239348
246	1563	Indian Astronomical Observatory	113.67683959416952	53.743961384498824	4952.640056656414	UTC+7	n	0.8028393103610454	23.65546794602173
246	1855	Llano de Chajnantor Observatory	-178.0156471713034	-10.554925181630352	619.4578757606089	UTC-11	n	4.47484581132853	19.63206479221992
246	1701	Llano de Chajnantor Observatory	113.8343395994907	-70.65518325692119	1263.6806209546962	UTC+7	n	9.962068950030227	23.73877724900573
247	1385	Plateau Observatory	176.500228737896	57.07729401740491	3769.7028696367206	UTC+11	n	6.481762333223674	18.735886084219548
249	1926	High Altitude Water Cherenkov Gamma-Ray Observatory	90.85756291228137	-70.63700473981883	2945.495073821781	UTC+6	n	0.20756982697319185	15.431566464854145
249	1633	Peak Terskol Observatory	160.39596929264837	-68.65329351355382	444.9027900678057	UTC+10	n	6.1481629840119645	22.800414351436494
249	1315	Plateau Observatory	49.86362939216619	-65.33552911848993	4635.259565367182	UTC+3	n	0.08009358505986275	23.38562680627193
250	505	Concordia Station	174.98356815415818	20.53866051309272	1802.8291773510825	UTC+11	n	7.774819778945425	16.87723241370879
250	501	Llano de Chajnantor Observatory	-157.46076734630648	-40.60449472638831	3925.3100057506676	UTC-10	n	8.572971349457164	20.481614379207365
250	1856	Receiver Lab Telescope	-125.21176914677359	-34.576573680097816	2612.804917731067	UTC-8	n	9.447518850717998	24.776185416486808
251	465	University of Tokyo Atacama Observatory	-119.87181677452965	15.251686588953364	2123.7928696715608	UTC-7	n	3.8147808793459688	21.824533664823328
251	1071	Indian Astronomical Observatory	179.70937852138013	-13.244589202015135	3574.9485229444567	UTC+11	n	1.210150177494146	22.94492883993546
252	398	Llano del Hato National Astronomical Observatory	93.2520973229745	-9.539973259004283	5102.666235092116	UTC+6	y	6.3926756035205035	22.566687061052342
252	869	Indian Astronomical Observatory	25.611407566562466	44.415197682452074	2002.8339843600338	UTC+1	n	6.774599264249108	21.41764226489772
253	1688	Iranian National Observatory	-130.8295956567556	0.6548285669129115	167.25355538230738	UTC-8	n	0.18804605443945244	21.377033808272525
253	1093	Meyer-Womble Observatory	74.05813066106812	-54.846390178481926	1152.032779888427	UTC+4	n	0.19822699488206366	16.755243772753445
254	1964	High Altitude Water Cherenkov Gamma-Ray Observatory	105.3397784945264	40.3276201030329	301.91220911540785	UTC+7	n	7.994199993492264	22.118481391530377
254	1674	Receiver Lab Telescope	-89.93705411562244	-40.64117812863279	1761.2567584735293	UTC-5	n	8.446627055854831	17.935338122577864
254	1135	James Ax Observatory	-1.6872339457683836	13.10464644653186	422.04976371503335	UTC+0	n	6.810218984647306	22.903410924386982
256	1671	Notre Dame University-Louaiz Observatory	-163.47333770258678	40.688162797732076	1000.1038174597495	UTC-10	y	2.634846006291009	21.108667190500004
256	1542	Receiver Lab Telescope	-28.851096469581364	72.69527365260706	2630.741524323952	UTC-1	n	5.809289863347268	23.855504721375052
256	1333	Atacama Cosmology Telescope	-171.90782419382884	-42.11534182075275	4380.020620510181	UTC-11	n	1.2227750139233806	20.0254695737123
257	612	Haleakala Observatory	-173.806369864643	-25.042708773110924	3873.738284704202	UTC-11	n	6.032991723847405	17.35960988588975
257	146	Barcroft Observatory	83.34761328488776	-72.35521874227972	3269.517813930468	UTC+5	n	9.922110579744515	19.73507395398449
258	1468	University of Tokyo Atacama Observatory	122.26345299619537	-39.42674067153222	4639.3937759131595	UTC+8	n	1.41923095927596	21.07294192001254
258	1138	Yangbajing International Cosmic Ray Observatory	24.275353884277312	32.829496589237486	1283.2047698625342	UTC+1	n	6.615895855117676	21.87018188599433
259	340	High Altitude Water Cherenkov Gamma-Ray Observatory	-177.41155739057137	-14.025226069583681	3851.210148426101	UTC-11	n	4.225837420852097	17.344293572598527
260	466	Receiver Lab Telescope	163.96610849612938	-22.430381578307877	4402.247091842435	UTC+10	y	4.783090407494282	15.96201459994759
260	1436	Barcroft Observatory	-82.80625418749197	59.04376009959833	1215.8761724923054	UTC-5	n	5.0353349937232545	21.60753072686564
261	1442	Iranian National Observatory	38.18323433651571	-4.709106904239049	1431.3069857336639	UTC+2	n	0.028073963670498525	18.644895478366102
261	1586	Notre Dame University-Louaiz Observatory	65.63125568097539	42.95016454896117	3814.5104564250373	UTC+4	n	0.4234711272606573	22.84616654181725
262	1668	James Ax Observatory	47.543069168422925	60.80153937730061	4521.698649561515	UTC+3	n	5.232635222909387	22.20869660755813
262	1342	Mauna Loa Observatory	114.48016683408524	32.986052545932665	4335.4598504278865	UTC+7	n	5.619641790552933	18.21419057904084
262	1471	Magdalena Ridge Observatory	-6.511374039848818	22.216461394908734	3051.129361314826	UTC+0	n	9.350962505666363	16.31765357138253
262	828	James Ax Observatory	54.61449745503703	-66.77992374088038	2787.986037329694	UTC+3	n	5.271656779812237	24.140116537040033
263	1993	Notre Dame University-Louaiz Observatory	-64.35664361642279	64.34140996464427	3361.874863303157	UTC-4	n	2.1750326346230056	18.48063540928392
263	902	Gornergrat Observatory	68.56170455264123	-48.59234968640522	2222.6099865609267	UTC+4	n	5.880293801750534	16.313960261369164
264	1778	European Extremely Large Telescope	-74.4272215877801	24.121924789167533	3842.601508153276	UTC-4	n	6.228618984669423	17.273136986117613
266	780	Iranian National Observatory	152.39873984132205	-34.08946699678882	2702.385023711611	UTC+10	n	3.9443636362953787	15.386745368319318
266	1942	Large Millimeter Telescope	-129.99061671649713	28.21815089317289	2456.2945667726567	UTC-8	n	1.9756098136154376	19.91633567095539
266	894	Large Millimeter Telescope	21.14094533524002	71.92947929556966	4640.758716834307	UTC+1	n	7.768067309297932	24.56377816100614
267	1625	Indian Astronomical Observatory	123.55308985543225	-7.959337799629665	3072.5179148778084	UTC+8	n	8.242826179162499	23.64358832699913
267	1052	Magdalena Ridge Observatory	25.697107531478053	36.35179185304247	4054.264556675961	UTC+1	n	5.751632552150251	20.56244059982314
268	1313	Peak Terskol Observatory	-172.97029971942382	73.71541584808452	4191.8056593735855	UTC-11	n	4.367145918313847	15.307545221062432
268	197	Yangbajing International Cosmic Ray Observatory	-6.315742339640764	20.622730467818002	3564.791739004994	UTC+0	n	4.758820055592902	24.75613076503111
269	801	Very Long Baseline Array	-1.6101740569150422	-31.341885030178233	4775.0131704513815	UTC+0	n	6.334690039312407	22.196138775625855
269	858	Atacama Cosmology Telescope	50.542667195031754	34.49837365340613	2592.384666761539	UTC+3	n	5.527943717603416	18.529450266019285
270	1272	Iranian National Observatory	-160.83430933281642	45.80063595445422	453.54513646663423	UTC-10	n	3.391808756685081	23.507615262359558
270	232	Mauna Loa Observatory	-78.6312820866511	30.364401932651614	1281.8886160716984	UTC-5	n	9.990584975901779	21.27170657190872
270	1068	Meyer-Womble Observatory	-105.1484994130862	22.24744255297074	1889.7253339879583	UTC-7	n	9.603590005159882	15.355772716027946
271	269	Iranian National Observatory	133.54226675372985	16.294586855627884	3069.8075441071305	UTC+8	n	7.6790591081086355	19.018835024668764
271	907	Large Millimeter Telescope	102.74412831488415	-46.69864565462171	3745.025016121674	UTC+6	n	5.9377650817083705	22.820415028401666
272	1119	Magdalena Ridge Observatory	127.9277946251832	53.38755849970414	2071.312811428722	UTC+8	n	4.66588363749724	24.26228210212956
272	497	Barcroft Observatory	173.15635186160472	-43.55815529843528	4989.787346245002	UTC+11	n	7.557417883695803	22.126511107446728
273	541	Atacama Cosmology Telescope	-88.29738925206597	76.93996905774628	2482.320969969106	UTC-5	n	7.303933340422453	21.638966528796157
273	26	Indian Astronomical Observatory	-112.85966709371858	-75.28867483318159	4398.711776387389	UTC-7	y	1.9487723721088668	23.600451961296773
273	611	European Extremely Large Telescope	135.73541492943673	-5.5253410625519725	351.7353034511126	UTC+9	n	5.788222709289872	19.77909682582265
274	602	Barcroft Observatory	60.28738159622026	33.4539093013328	1436.2007140127014	UTC+4	n	4.9378450660344155	16.33525611762763
274	496	Chacaltaya Astrophysical Observatory	-120.25925246725714	10.653397798607713	2502.2207211022132	UTC-8	n	9.555521710569623	19.082449208792845
274	1814	European Extremely Large Telescope	99.59335893774328	45.379214118185	1874.0858237825105	UTC+6	n	1.1936636540666412	16.204308070849873
275	450	Magdalena Ridge Observatory	-112.70596727163759	58.53561940602444	4001.898531632388	UTC-7	n	1.685555024141462	22.53872136691355
275	648	Notre Dame University-Louaiz Observatory	100.9792364021115	15.268587427814438	5146.409280437279	UTC+6	y	8.26219565094685	16.355308005712445
275	153	Indian Astronomical Observatory	68.43904760485951	-63.85843962344186	4949.333664210112	UTC+4	n	2.192027487327337	19.18794942942055
276	656	Magdalena Ridge Observatory	51.15833985765489	48.88573442309084	715.0351589829297	UTC+3	n	5.4121776571426965	23.62067518920302
276	1932	High Altitude Water Cherenkov Gamma-Ray Observatory	-9.631557600038805	-75.3432764190932	1649.4128413088442	UTC+0	n	4.107371518008992	24.69426784700517
277	1706	High Altitude Water Cherenkov Gamma-Ray Observatory	-51.14605376332222	-18.633248049407012	4922.019248058845	UTC-3	n	8.37731287008903	18.664475555775066
278	335	Indian Astronomical Observatory	92.05665561238196	-72.91064739963353	2770.942591286966	UTC+6	n	3.2053474533685486	23.777270990116925
279	1516	Chacaltaya Astrophysical Observatory	103.27328410518156	-37.14069895523409	1888.2186510012668	UTC+6	n	4.936559104253877	17.340967287096355
280	1800	James Ax Observatory	75.9262953124061	48.17293762765925	456.5741736761638	UTC+5	n	1.987212942524196	18.59391892996669
280	42	Meyer-Womble Observatory	-142.3635688545804	35.48141126592819	4759.148523251455	UTC-9	n	8.653325747660611	20.631771626861998
281	781	Mauna Kea Observatory	-3.1695961352426987	0.4205457865956248	1174.7942409701186	UTC+0	y	5.004662105272786	18.798080455401553
283	95	European Extremely Large Telescope	-113.89531737517132	61.676408445639886	751.5678197322252	UTC-7	n	5.243305411889597	17.037671192248276
284	1224	Meyer-Womble Observatory	145.14865912921266	-22.036993501239266	2670.157454226321	UTC+9	n	5.3246783695165565	15.993090619131019
284	1504	Sphinx Observatory	136.87953676699465	71.89514544725117	500.2752903026288	UTC+9	y	3.9439974170725285	18.827095774101764
285	1805	Peak Terskol Observatory	-70.87876206477883	69.83834360007432	4425.717954658123	UTC-4	n	7.865483130540702	19.31651133888407
285	718	Chacaltaya Astrophysical Observatory	-127.56043207834995	58.53711901781534	2749.735034794877	UTC-8	n	3.260219732524668	15.792214682847408
285	1772	Chacaltaya Astrophysical Observatory	123.69979331612312	23.286299414917288	866.6915489506251	UTC+8	n	2.7863199660469533	20.9475637993747
286	503	Magdalena Ridge Observatory	-136.91375647091368	72.38905945224005	3783.1243544085987	UTC-9	n	0.9896284363325047	20.00303160580224
286	1182	Mauna Kea Observatory	123.29431049273437	73.35452768613399	2525.0627772961193	UTC+8	n	5.61803603259839	19.642253004052233
286	510	Receiver Lab Telescope	-122.38682478626986	-71.58748765691482	1514.0680086203886	UTC-8	n	5.46647687504249	18.827801390632967
287	1622	European Extremely Large Telescope	-140.12607253299743	50.224172592520254	4193.337159388102	UTC-9	n	7.811264301536892	23.956903013227603
287	337	Yangbajing International Cosmic Ray Observatory	98.38593957755762	49.56760385244911	2710.157077692325	UTC+6	n	0.25527167790372896	20.93399027493871
287	1343	Large Millimeter Telescope	27.95453824823801	-41.0071879964665	3241.6654022889916	UTC+1	n	8.466163170584371	18.35014857206254
288	1669	Concordia Station	-104.38647744678802	34.1377479958131	936.268241452016	UTC-6	n	8.666903526772279	21.882017650155998
289	242	High Altitude Water Cherenkov Gamma-Ray Observatory	109.01057385684479	-54.31822573362522	4040.767841658161	UTC+7	n	3.831133975174125	17.86544594903548
290	1040	Concordia Station	94.27189313905994	33.308277571920144	1670.0908382262514	UTC+6	n	3.22197363267228	20.193258386764647
290	397	Llano del Hato National Astronomical Observatory	98.88050815129507	55.85995901684645	630.0199036743476	UTC+6	n	8.852190235454527	21.538792663237786
